Date,Team A,Team B,Score A,Score B,Result A,Result B,Event,Competition,Division,Venue,Location,Match ID,Original Team ID,Team A Normalized,Team B Normalized,Team A Match,Team A Match Type,Team B Match,Team B Match Type
2025-05-20,Sun Warriors AZFC 2015 Boys Blue,Phoenix Rising FC 2015 Boys Red,3,3,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3244,,sun warriors azfc 2015 boys blue,phoenix rising fc 2015 boys red,Sun Warriors AZFC 2015 Boys Blue,EXACT,Phoenix Rising FC 2015 Boys Red,EXACT
2025-06-19,Sun Warriors AZFC 2015 Boys Blue,RSL-AZ West Valley 2015 Boys Blue,3,2,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3245,,sun warriors azfc 2015 boys blue,rsl-az west valley 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,RSL-AZ West Valley 2015 Boys Blue,EXACT
2024-11-17,Sun Warriors AZFC 2015 Boys Blue,AYSO 350 Alliance 2015 Boys Blue,1,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3246,,sun warriors azfc 2015 boys blue,ayso 350 alliance 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,AYSO 350 Alliance 2015 Boys Blue,EXACT
2024-10-25,Sun Warriors AZFC 2015 Boys Blue,La Academia FC 2015 Boys Blue,2,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3247,,sun warriors azfc 2015 boys blue,la academia fc 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,La Academia FC 2015 Boys Blue,EXACT
2025-06-09,Sun Warriors AZFC 2015 Boys Blue,Madison FC 2015 Boys White,2,2,T,T,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3248,,sun warriors azfc 2015 boys blue,madison fc 2015 boys white,Sun Warriors AZFC 2015 Boys Blue,EXACT,Madison FC 2015 Boys White,EXACT
2025-03-28,Sun Warriors AZFC 2015 Boys Blue,Dynamos SC 2015 Boys Red,0,0,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3249,,sun warriors azfc 2015 boys blue,dynamos sc 2015 boys red,Sun Warriors AZFC 2015 Boys Blue,EXACT,Dynamos SC 2015 Boys Red,EXACT
2024-12-01,Sun Warriors AZFC 2015 Boys Blue,FC Sonora 2015 Boys Black,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3250,,sun warriors azfc 2015 boys blue,fc sonora 2015 boys black,Sun Warriors AZFC 2015 Boys Blue,EXACT,FC Sonora 2015 Boys Black,EXACT
2025-03-06,Sun Warriors AZFC 2015 Boys Blue,RSL-AZ South 2015 Boys Blue,1,4,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3251,,sun warriors azfc 2015 boys blue,rsl-az south 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,RSL-AZ South 2015 Boys Blue,EXACT
2025-09-07,Sun Warriors AZFC 2015 Boys Blue,FC Batavia 2015 Boys,0,0,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3252,,sun warriors azfc 2015 boys blue,fc batavia 2015 boys,Sun Warriors AZFC 2015 Boys Blue,EXACT,FC Batavia 2015 Boys,EXACT
2024-10-16,Sun Warriors AZFC 2015 Boys Blue,Amore Soccer 2015 Boys,0,3,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3253,,sun warriors azfc 2015 boys blue,amore soccer 2015 boys,Sun Warriors AZFC 2015 Boys Blue,EXACT,Amore Soccer 2015 Boys,EXACT
2025-07-19,Sun Warriors AZFC 2015 Boys Blue,FC Sonora 2015 Boys White,2,3,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3254,,sun warriors azfc 2015 boys blue,fc sonora 2015 boys white,Sun Warriors AZFC 2015 Boys Blue,EXACT,FC Sonora 2015 Boys White,EXACT
2025-05-07,Sun Warriors AZFC 2015 Boys Blue,CCV STARS 2015 Boys Red,2,2,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3255,,sun warriors azfc 2015 boys blue,ccv stars 2015 boys red,Sun Warriors AZFC 2015 Boys Blue,EXACT,CCV STARS 2015 Boys Red,EXACT
2025-08-20,Sun Warriors AZFC 2015 Boys Blue,FC Elite Arizona 2015 Boys Blue,3,2,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3256,,sun warriors azfc 2015 boys blue,fc elite arizona 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,FC Elite Arizona 2015 Boys Blue,EXACT
2025-02-12,Sun Warriors AZFC 2015 Boys Blue,FC Tucson Youth Soccer 2015 Boys Blue,3,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3257,,sun warriors azfc 2015 boys blue,fc tucson youth soccer 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,FC Tucson Youth Soccer 2015 Boys Blue,EXACT
2025-07-26,Sun Warriors AZFC 2015 Boys Blue,Kingman SC 2015 Boys,3,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3258,,sun warriors azfc 2015 boys blue,kingman sc 2015 boys,Sun Warriors AZFC 2015 Boys Blue,EXACT,Kingman SC 2015 Boys,EXACT
2024-11-15,Sun Warriors AZFC 2015 Boys Blue,Canyon Del Oro Soccer Club 2015 Boys Red,2,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3259,,sun warriors azfc 2015 boys blue,canyon del oro soccer club 2015 boys red,Sun Warriors AZFC 2015 Boys Blue,EXACT,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT
2025-06-18,Sun Warriors AZFC 2015 Boys Blue,FBSL 2015 Boys Blue,3,1,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3260,,sun warriors azfc 2015 boys blue,fbsl 2015 boys blue,Sun Warriors AZFC 2015 Boys Blue,EXACT,FBSL 2015 Boys Blue,EXACT
2025-09-01,Sun Warriors AZFC 2015 Boys Blue,Spartans FC (AZ) 2015 Boys Red,0,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3261,,sun warriors azfc 2015 boys blue,spartans fc (az) 2015 boys red,Sun Warriors AZFC 2015 Boys Blue,EXACT,Spartans FC (AZ) 2015 Boys Red,EXACT
2025-06-19,Sun Warriors AZFC 2015 Boys Blue,Synergy FC AZ 2015 Boys Black,0,0,T,T,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3262,,sun warriors azfc 2015 boys blue,synergy fc az 2015 boys black,Sun Warriors AZFC 2015 Boys Blue,EXACT,Synergy FC AZ 2015 Boys Black,EXACT
2024-10-27,Sun Warriors AZFC 2015 Boys White,Bala FC 2015 Boys White,0,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3263,,sun warriors azfc 2015 boys white,bala fc 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Bala FC 2015 Boys White,EXACT
2025-04-11,Sun Warriors AZFC 2015 Boys White,RSL-AZ North 2015 Boys White,2,4,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3264,,sun warriors azfc 2015 boys white,rsl-az north 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,RSL-AZ North 2015 Boys White,EXACT
2025-03-03,Sun Warriors AZFC 2015 Boys White,Synergy FC AZ 2015 Boys Black,4,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3265,,sun warriors azfc 2015 boys white,synergy fc az 2015 boys black,Sun Warriors AZFC 2015 Boys White,EXACT,Synergy FC AZ 2015 Boys Black,EXACT
2025-03-19,Sun Warriors AZFC 2015 Boys White,Epic Soccer Club 2015 Boys White,4,3,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3266,,sun warriors azfc 2015 boys white,epic soccer club 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Epic Soccer Club 2015 Boys White,EXACT
2024-10-28,Sun Warriors AZFC 2015 Boys White,Excel Soccer Academy 2015 Boys White,4,2,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3267,,sun warriors azfc 2015 boys white,excel soccer academy 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Excel Soccer Academy 2015 Boys White,EXACT
2025-09-26,Sun Warriors AZFC 2015 Boys White,Madison FC 2015 Boys White,1,3,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3268,,sun warriors azfc 2015 boys white,madison fc 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Madison FC 2015 Boys White,EXACT
2025-02-24,Sun Warriors AZFC 2015 Boys White,Paladin Soccer Club 2015 Boys Red,3,3,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3269,,sun warriors azfc 2015 boys white,paladin soccer club 2015 boys red,Sun Warriors AZFC 2015 Boys White,EXACT,Paladin Soccer Club 2015 Boys Red,EXACT
2025-08-26,Sun Warriors AZFC 2015 Boys White,AZ Arsenal Soccer Club 2015 Boys Black,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3270,,sun warriors azfc 2015 boys white,az arsenal soccer club 2015 boys black,Sun Warriors AZFC 2015 Boys White,EXACT,AZ Arsenal Soccer Club 2015 Boys Black,EXACT
2025-09-29,Sun Warriors AZFC 2015 Boys White,Phoenix Premier FC 2015 Boys White,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3271,,sun warriors azfc 2015 boys white,phoenix premier fc 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Phoenix Premier FC 2015 Boys White,EXACT
2025-08-26,Sun Warriors AZFC 2015 Boys White,Brazas Futebol Club 2015 Boys,1,1,T,T,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3272,,sun warriors azfc 2015 boys white,brazas futebol club 2015 boys,Sun Warriors AZFC 2015 Boys White,EXACT,Brazas Futebol Club 2015 Boys,EXACT
2025-01-12,Sun Warriors AZFC 2015 Boys White,Canyon Del Oro Soccer Club 2015 Boys White,3,0,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3273,,sun warriors azfc 2015 boys white,canyon del oro soccer club 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Canyon Del Oro Soccer Club 2015 Boys White,EXACT
2024-10-10,Sun Warriors AZFC 2015 Boys White,Paladin Soccer Club 2015 Boys Blue,0,3,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3274,,sun warriors azfc 2015 boys white,paladin soccer club 2015 boys blue,Sun Warriors AZFC 2015 Boys White,EXACT,Paladin Soccer Club 2015 Boys Blue,EXACT
2024-11-19,Sun Warriors AZFC 2015 Boys White,Phoenix United Futbol Club 2015 Boys,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3275,,sun warriors azfc 2015 boys white,phoenix united futbol club 2015 boys,Sun Warriors AZFC 2015 Boys White,EXACT,Phoenix United Futbol Club 2015 Boys,EXACT
2025-09-27,Sun Warriors AZFC 2015 Boys White,RSL-AZ Yuma 2015 Boys Black,3,3,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3276,,sun warriors azfc 2015 boys white,rsl-az yuma 2015 boys black,Sun Warriors AZFC 2015 Boys White,EXACT,RSL-AZ Yuma 2015 Boys Black,EXACT
2024-11-27,Sun Warriors AZFC 2015 Boys White,Thunderbird FC 2015 Boys White,4,2,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3277,,sun warriors azfc 2015 boys white,thunderbird fc 2015 boys white,Sun Warriors AZFC 2015 Boys White,EXACT,Thunderbird FC 2015 Boys White,EXACT
2024-12-15,Sun Warriors AZFC 2015 Boys White,FBSL 2015 Boys Blue,4,1,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3278,,sun warriors azfc 2015 boys white,fbsl 2015 boys blue,Sun Warriors AZFC 2015 Boys White,EXACT,FBSL 2015 Boys Blue,EXACT
2025-02-18,Sun Warriors AZFC 2015 Boys Red,RSL-AZ Yuma 2015 Boys Black,0,0,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3279,,sun warriors azfc 2015 boys red,rsl-az yuma 2015 boys black,Sun Warriors AZFC 2015 Boys Red,EXACT,RSL-AZ Yuma 2015 Boys Black,EXACT
2025-07-27,Sun Warriors AZFC 2015 Boys Red,Phoenix Premier FC 2015 Boys White,0,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3280,,sun warriors azfc 2015 boys red,phoenix premier fc 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,Phoenix Premier FC 2015 Boys White,EXACT
2025-02-25,Sun Warriors AZFC 2015 Boys Red,Synergy FC AZ 2015 Boys White,1,1,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3281,,sun warriors azfc 2015 boys red,synergy fc az 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,Synergy FC AZ 2015 Boys White,EXACT
2025-02-26,Sun Warriors AZFC 2015 Boys Red,FC Sonora 2015 Boys Red,0,2,L,W,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3282,,sun warriors azfc 2015 boys red,fc sonora 2015 boys red,Sun Warriors AZFC 2015 Boys Red,EXACT,FC Sonora 2015 Boys Red,EXACT
2025-08-31,Sun Warriors AZFC 2015 Boys Red,FC Arizona 2015 Boys White,1,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3283,,sun warriors azfc 2015 boys red,fc arizona 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,FC Arizona 2015 Boys White,EXACT
2025-07-03,Sun Warriors AZFC 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys Red,1,2,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3284,,sun warriors azfc 2015 boys red,az arsenal soccer club 2015 boys red,Sun Warriors AZFC 2015 Boys Red,EXACT,AZ Arsenal Soccer Club 2015 Boys Red,EXACT
2025-03-04,Sun Warriors AZFC 2015 Boys Red,FBSL 2015 Boys Blue,4,1,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3285,,sun warriors azfc 2015 boys red,fbsl 2015 boys blue,Sun Warriors AZFC 2015 Boys Red,EXACT,FBSL 2015 Boys Blue,EXACT
2025-06-04,Sun Warriors AZFC 2015 Boys Red,RSL-AZ Yuma 2015 Boys White,4,3,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3286,,sun warriors azfc 2015 boys red,rsl-az yuma 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,RSL-AZ Yuma 2015 Boys White,EXACT
2024-11-27,Sun Warriors AZFC 2015 Boys Red,La Academia FC 2015 Boys Black,3,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3287,,sun warriors azfc 2015 boys red,la academia fc 2015 boys black,Sun Warriors AZFC 2015 Boys Red,EXACT,La Academia FC 2015 Boys Black,EXACT
2025-05-28,Sun Warriors AZFC 2015 Boys Red,La Academia FC 2015 Boys Blue,2,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3288,,sun warriors azfc 2015 boys red,la academia fc 2015 boys blue,Sun Warriors AZFC 2015 Boys Red,EXACT,La Academia FC 2015 Boys Blue,EXACT
2024-11-10,Sun Warriors AZFC 2015 Boys Red,FC Tucson Youth Soccer 2015 Boys White,2,0,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3289,,sun warriors azfc 2015 boys red,fc tucson youth soccer 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,FC Tucson Youth Soccer 2015 Boys White,EXACT
2025-01-03,Sun Warriors AZFC 2015 Boys Red,AZ Arsenal Soccer Club 2015 Boys Blue,4,3,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3290,,sun warriors azfc 2015 boys red,az arsenal soccer club 2015 boys blue,Sun Warriors AZFC 2015 Boys Red,EXACT,AZ Arsenal Soccer Club 2015 Boys Blue,EXACT
2025-08-07,Sun Warriors AZFC 2015 Boys Red,CCV STARS 2015 Boys White,2,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3291,,sun warriors azfc 2015 boys red,ccv stars 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,CCV STARS 2015 Boys White,EXACT
2025-07-13,Sun Warriors AZFC 2015 Boys Red,Pima County Surf Soccer Club 2015 Boys,4,1,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3292,,sun warriors azfc 2015 boys red,pima county surf soccer club 2015 boys,Sun Warriors AZFC 2015 Boys Red,EXACT,Pima County Surf Soccer Club 2015 Boys,EXACT
2025-06-10,Sun Warriors AZFC 2015 Boys Red,Spartans FC (AZ) 2015 Boys Red,1,4,L,W,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3293,,sun warriors azfc 2015 boys red,spartans fc (az) 2015 boys red,Sun Warriors AZFC 2015 Boys Red,EXACT,Spartans FC (AZ) 2015 Boys Red,EXACT
2025-07-26,Sun Warriors AZFC 2015 Boys Red,Phoenix Rush 2015 Boys White,4,3,W,L,AZ Cup,AZ Cup,U11,Unknown,Arizona,u11_3294,,sun warriors azfc 2015 boys red,phoenix rush 2015 boys white,Sun Warriors AZFC 2015 Boys Red,EXACT,Phoenix Rush 2015 Boys White,EXACT
2025-01-04,Sun Warriors AZFC 2015 Boys Red,Arizona Soccer Club 2015 Boys Blue,3,3,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3295,,sun warriors azfc 2015 boys red,arizona soccer club 2015 boys blue,Sun Warriors AZFC 2015 Boys Red,EXACT,Arizona Soccer Club 2015 Boys Blue,EXACT
2025-09-11,Sun Warriors AZFC 2015 Boys Black,Playmaker Futbol Academy 2015 Boys,4,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3296,,sun warriors azfc 2015 boys black,playmaker futbol academy 2015 boys,Sun Warriors AZFC 2015 Boys Black,EXACT,Playmaker Futbol Academy 2015 Boys,EXACT
2025-09-28,Sun Warriors AZFC 2015 Boys Black,Phoenix Rising FC 2015 Boys White,4,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3297,,sun warriors azfc 2015 boys black,phoenix rising fc 2015 boys white,Sun Warriors AZFC 2015 Boys Black,EXACT,Phoenix Rising FC 2015 Boys White,EXACT
2025-09-13,Sun Warriors AZFC 2015 Boys Black,Spartans FC (AZ) 2015 Boys Red,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3298,,sun warriors azfc 2015 boys black,spartans fc (az) 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,Spartans FC (AZ) 2015 Boys Red,EXACT
2025-03-09,Sun Warriors AZFC 2015 Boys Black,FC Arizona 2015 Boys Red,0,0,T,T,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3299,,sun warriors azfc 2015 boys black,fc arizona 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,FC Arizona 2015 Boys Red,EXACT
2025-02-15,Sun Warriors AZFC 2015 Boys Black,SC Union Maricopa Academy 2015 Boys White,2,3,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3300,,sun warriors azfc 2015 boys black,sc union maricopa academy 2015 boys white,Sun Warriors AZFC 2015 Boys Black,EXACT,SC Union Maricopa Academy 2015 Boys White,EXACT
2025-06-27,Sun Warriors AZFC 2015 Boys Black,Real Arizona FC 2015 Boys Blue,1,4,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3301,,sun warriors azfc 2015 boys black,real arizona fc 2015 boys blue,Sun Warriors AZFC 2015 Boys Black,EXACT,Real Arizona FC 2015 Boys Blue,EXACT
2025-08-31,Sun Warriors AZFC 2015 Boys Black,AZ Arsenal Soccer Club 2015 Boys White,4,0,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3302,,sun warriors azfc 2015 boys black,az arsenal soccer club 2015 boys white,Sun Warriors AZFC 2015 Boys Black,EXACT,AZ Arsenal Soccer Club 2015 Boys White,EXACT
2025-04-24,Sun Warriors AZFC 2015 Boys Black,AYSO United (AZ) 2015 Boys Red,2,2,T,T,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3303,,sun warriors azfc 2015 boys black,ayso united (az) 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,AYSO United (AZ) 2015 Boys Red,EXACT
2025-01-16,Sun Warriors AZFC 2015 Boys Black,Real Arizona FC 2015 Boys Red,4,3,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3304,,sun warriors azfc 2015 boys black,real arizona fc 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,Real Arizona FC 2015 Boys Red,EXACT
2025-07-11,Sun Warriors AZFC 2015 Boys Black,Excel Soccer Academy 2015 Boys Blue,0,3,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3305,,sun warriors azfc 2015 boys black,excel soccer academy 2015 boys blue,Sun Warriors AZFC 2015 Boys Black,EXACT,Excel Soccer Academy 2015 Boys Blue,EXACT
2024-11-26,Sun Warriors AZFC 2015 Boys Black,Bala FC 2015 Boys White,3,1,W,L,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3306,,sun warriors azfc 2015 boys black,bala fc 2015 boys white,Sun Warriors AZFC 2015 Boys Black,EXACT,Bala FC 2015 Boys White,EXACT
2025-09-30,Sun Warriors AZFC 2015 Boys Black,Brazas Futebol Club 2015 Boys,0,1,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3307,,sun warriors azfc 2015 boys black,brazas futebol club 2015 boys,Sun Warriors AZFC 2015 Boys Black,EXACT,Brazas Futebol Club 2015 Boys,EXACT
2025-02-27,Sun Warriors AZFC 2015 Boys Black,La Academia FC 2015 Boys Black,4,3,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3308,,sun warriors azfc 2015 boys black,la academia fc 2015 boys black,Sun Warriors AZFC 2015 Boys Black,EXACT,La Academia FC 2015 Boys Black,EXACT
2025-05-20,Sun Warriors AZFC 2015 Boys Black,RSL-AZ Yuma 2015 Boys Black,0,3,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3309,,sun warriors azfc 2015 boys black,rsl-az yuma 2015 boys black,Sun Warriors AZFC 2015 Boys Black,EXACT,RSL-AZ Yuma 2015 Boys Black,EXACT
2025-05-25,Sun Warriors AZFC 2015 Boys Black,FC Arizona 2015 Boys Black,0,1,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3310,,sun warriors azfc 2015 boys black,fc arizona 2015 boys black,Sun Warriors AZFC 2015 Boys Black,EXACT,FC Arizona 2015 Boys Black,EXACT
2024-12-16,Sun Warriors AZFC 2015 Boys Black,Canyon Del Oro Soccer Club 2015 Boys Red,3,3,T,T,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3311,,sun warriors azfc 2015 boys black,canyon del oro soccer club 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT
2025-04-23,Sun Warriors AZFC 2015 Boys Black,Canyon Del Oro Soccer Club 2015 Boys Red,1,0,W,L,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3312,,sun warriors azfc 2015 boys black,canyon del oro soccer club 2015 boys red,Sun Warriors AZFC 2015 Boys Black,EXACT,Canyon Del Oro Soccer Club 2015 Boys Red,EXACT
2025-06-04,Sun Warriors AZFC 2015 Boys Black,FC Elite Arizona 2015 Boys Black,0,1,L,W,Arizona U11 State League,Arizona U11 State League,U11,Unknown,Arizona,u11_3313,,sun warriors azfc 2015 boys black,fc elite arizona 2015 boys black,Sun Warriors AZFC 2015 Boys Black,EXACT,FC Elite Arizona 2015 Boys Black,EXACT
2024-12-12,Sun Warriors AZFC 2015 Boys Black,CCV STARS 2015 Boys Blue,1,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3314,,sun warriors azfc 2015 boys black,ccv stars 2015 boys blue,Sun Warriors AZFC 2015 Boys Black,EXACT,CCV STARS 2015 Boys Blue,EXACT
2025-05-15,FC Sonora 2015 Boys Blue,East Valley/NSFC 2015 Boys,2,0,W,L,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3315,,fc sonora 2015 boys blue,east valley/nsfc 2015 boys,FC Sonora 2015 Boys Blue,EXACT,East Valley/NSFC 2015 Boys,EXACT
2025-09-27,FC Sonora 2015 Boys Blue,AZ Arsenal Soccer Club 2015 Boys Blue,2,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3316,,fc sonora 2015 boys blue,az arsenal soccer club 2015 boys blue,FC Sonora 2015 Boys Blue,EXACT,AZ Arsenal Soccer Club 2015 Boys Blue,EXACT
2025-09-13,FC Sonora 2015 Boys Blue,Arizona Soccer Academy 2015 Boys,0,1,L,W,Valley Championship,Valley Championship,U11,Unknown,Arizona,u11_3317,,fc sonora 2015 boys blue,arizona soccer academy 2015 boys,FC Sonora 2015 Boys Blue,EXACT,Arizona Soccer Academy 2015 Boys,EXACT
2025-05-24,FC Sonora 2015 Boys Blue,RSL-AZ Yuma 2015 Boys White,3,0,W,L,Phoenix Premier League,Phoenix Premier League,U11,Unknown,Arizona,u11_3318,,fc sonora 2015 boys blue,rsl-az yuma 2015 boys white,FC Sonora 2015 Boys Blue,EXACT,RSL-AZ Yuma 2015 Boys White,EXACT
2025-08-27,FC Sonora 2015 Boys Blue,State 48 FC 2015 Boys,1,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3319,,fc sonora 2015 boys blue,state 48 fc 2015 boys,FC Sonora 2015 Boys Blue,EXACT,State 48 FC 2015 Boys,EXACT
2024-10-12,FC Sonora 2015 Boys Blue,FC Sonora 2015 Boys White,3,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3320,,fc sonora 2015 boys blue,fc sonora 2015 boys white,FC Sonora 2015 Boys Blue,EXACT,FC Sonora 2015 Boys White,EXACT
2024-11-22,FC Sonora 2015 Boys Blue,La Academia FC 2015 Boys Blue,1,4,L,W,Cactus Cup,Cactus Cup,U11,Unknown,Arizona,u11_3321,,fc sonora 2015 boys blue,la academia fc 2015 boys blue,FC Sonora 2015 Boys Blue,EXACT,La Academia FC 2015 Boys Blue,EXACT
2024-12-18,FC Sonora 2015 Boys Blue,FBSL 2015 Boys Red,0,2,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3322,,fc sonora 2015 boys blue,fbsl 2015 boys red,FC Sonora 2015 Boys Blue,EXACT,FBSL 2015 Boys Red,EXACT
2025-04-26,FC Sonora 2015 Boys Blue,Phoenix Rising FC 2015 Boys Blue,3,0,W,L,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3323,,fc sonora 2015 boys blue,phoenix rising fc 2015 boys blue,FC Sonora 2015 Boys Blue,EXACT,Phoenix Rising FC 2015 Boys Blue,EXACT
2025-07-25,FC Sonora 2015 Boys Blue,SC Union Maricopa Academy 2015 Boys Black,2,4,L,W,Desert Classic,Desert Classic,U11,Unknown,Arizona,u11_3324,,fc sonora 2015 boys blue,sc union maricopa academy 2015 boys black,FC Sonora 2015 Boys Blue,EXACT,SC Union Maricopa Academy 2015 Boys Black,EXACT
