TeamKey,OppKey,Team,Opp,Score A,Score B,Date
8d2e8a885597,42159633,EV-NSFC 15 Boys Perez(1),PRFC Scottsdale 15B Copa,1,2,2024-10-13
42160738,42159961,West Valley 2015 Boys Rose,Southeast 2015 Boys Green,3,2,2024-10-13
42159961,42160738,Southeast 2015 Boys Green,West Valley 2015 Boys Rose,2,3,2024-10-13
42160738,42159961,West Valley 2015 Boys Rose,Southeast 2015 Boys Green,3,2,2024-10-13
42159961,42160738,Southeast 2015 Boys Green,West Valley 2015 Boys Rose,2,3,2024-10-13
42160738,42159961,West Valley 2015 Boys Rose,Southeast 2015 Boys Green,3,2,2024-10-13
42160738,42159932,West Valley 2015 Boys Rose,CCV STARS 15 Boys Red PEO,7,0,2024-10-13
42159932,42160738,CCV STARS 15 Boys Red PEO,West Valley 2015 Boys Rose,0,7,2024-10-13
42159932,42160738,CCV STARS 15 Boys Red PEO,West Valley 2015 Boys Rose,0,7,2024-10-13
42160738,42159932,West Valley 2015 Boys Rose,CCV STARS 15 Boys Red PEO,7,0,2024-10-13
42159961,42171732,Southeast 2015 Boys Green,2015 Boys Blue,1,0,2024-10-13
42171732,42159961,2015 Boys Blue,Southeast 2015 Boys Green,0,1,2024-10-13
42160958,42158292,Scottsdale 15 Sandsharks Select,2015 Boys,3,1,2024-10-13
42158292,42160958,2015 Boys,Scottsdale 15 Sandsharks Select,1,3,2024-10-13
42160958,42161182,Scottsdale 15 Sandsharks Select,Mellindo FC 2015 A,1,2,2024-10-13
42161182,42160958,Mellindo FC 2015 A,Scottsdale 15 Sandsharks Select,2,1,2024-10-13
42161182,42160958,Mellindo FC 2015 A,Scottsdale 15 Sandsharks Select,2,1,2024-10-13
42171732,42159961,2015 Boys Blue,Southeast 2015 Boys Green,0,1,2024-10-13
42160014,42159959,Legends,BRAZAS FC 2015 Boys Black,4,4,2024-10-13
42159695,42160411,Phoenix United 2015 Elite,2015 Boys National,2,0,2024-10-13
42159959,42160014,BRAZAS FC 2015 Boys Black,Legends,4,4,2024-10-13
42171732,42160732,2015 Boys Blue,15 Boys Navy,2,4,2024-10-13
42160732,42171732,15 Boys Navy,2015 Boys Blue,4,2,2024-10-13
42161804,42159421,15B,15/16,1,0,2024-10-13
42159421,42161804,15/16,15B,0,1,2024-10-13
42160411,42159695,2015 Boys National,Phoenix United 2015 Elite,0,2,2024-10-13
42160732,42171732,15 Boys Navy,2015 Boys Blue,4,2,2024-10-13
42171732,42160732,2015 Boys Blue,15 Boys Navy,2,4,2024-10-13
42158563,42159633,2015 Rush Boys,PRFC Scottsdale 15B Copa,1,1,2024-10-13
42159633,42158563,PRFC Scottsdale 15B Copa,2015 Rush Boys,1,1,2024-10-13
42158616,42160828,2015,PRFC North Valley 15B Predator,0,4,2024-10-13
42161804,42159421,15B,15/16,1,0,2024-10-13
42160828,42158616,PRFC North Valley 15B Predator,2015,4,0,2024-10-13
42158616,42160828,2015,PRFC North Valley 15B Predator,0,4,2024-10-13
42171732,42160732,2015 Boys Blue,15 Boys Navy,2,4,2024-10-13
42160732,42171732,15 Boys Navy,2015 Boys Blue,4,2,2024-10-13
42159932,42159695,CCV STARS 15 Boys Red PEO,Phoenix United 2015 Elite,0,4,2024-10-13
42159695,42159932,Phoenix United 2015 Elite,CCV STARS 15 Boys Red PEO,4,0,2024-10-13
42171732,42159961,2015 Boys Blue,Southeast 2015 Boys Green,0,1,2024-10-13
42159961,42171732,Southeast 2015 Boys Green,2015 Boys Blue,1,0,2024-10-13
42160732,42171732,15 Boys Navy,2015 Boys Blue,4,2,2024-10-13
42171732,42160732,2015 Boys Blue,15 Boys Navy,2,4,2024-10-13
42159959,42161728,BRAZAS FC 2015 Boys Black,FCDA 2015B Pre - Academy,4,2,2024-10-13
42160828,42158616,PRFC North Valley 15B Predator,2015,4,0,2024-10-13
42159421,42161804,15/16,15B,0,1,2024-10-13
42160050,42158038,Arsenal,2015 Boys Academy,1,3,2024-10-13
42158038,42160050,2015 Boys Academy,Arsenal,3,1,2024-10-13
42160014,42159959,Legends,BRAZAS FC 2015 Boys Black,4,4,2024-10-13
42159961,42160738,Southeast 2015 Boys Green,West Valley 2015 Boys Rose,2,3,2024-10-13
42160738,42159961,West Valley 2015 Boys Rose,Southeast 2015 Boys Green,3,2,2024-10-13
42159633,42158563,PRFC Scottsdale 15B Copa,2015 Rush Boys,1,1,2024-10-13
42158563,42159633,2015 Rush Boys,PRFC Scottsdale 15B Copa,1,1,2024-10-13
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,7,0,2024-10-13
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,0,7,2024-10-13
8d2e8a885597,42159633,EV-NSFC 15 Boys Perez(1),PRFC Scottsdale 15B Copa,1,2,2024-10-13
42159633,8d2e8a885597,PRFC Scottsdale 15B Copa,EV-NSFC 15 Boys Perez(1),2,1,2024-10-13
42160411,42159695,2015 Boys National,Phoenix United 2015 Elite,0,2,2024-10-13
42159695,42160411,Phoenix United 2015 Elite,2015 Boys National,2,0,2024-10-13
42159695,42159932,Phoenix United 2015 Elite,CCV STARS 15 Boys Red PEO,4,0,2024-10-13
42159932,42159695,CCV STARS 15 Boys Red PEO,Phoenix United 2015 Elite,0,4,2024-10-13
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,1,2024-10-13
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,1,2,2024-10-13
42160958,42171732,Scottsdale 15 Sandsharks Select,2015 Boys Blue,4,0,2024-10-13
42171732,42160958,2015 Boys Blue,Scottsdale 15 Sandsharks Select,0,4,2024-10-13
42158292,42160958,2015 Boys,Scottsdale 15 Sandsharks Select,1,3,2024-10-13
42160958,42158292,Scottsdale 15 Sandsharks Select,2015 Boys,3,1,2024-10-13
42160958,42158292,Scottsdale 15 Sandsharks Select,2015 Boys,3,1,2024-10-13
42158292,42160958,2015 Boys,Scottsdale 15 Sandsharks Select,1,3,2024-10-13
42171732,42160958,2015 Boys Blue,Scottsdale 15 Sandsharks Select,0,4,2024-10-13
42160958,42171732,Scottsdale 15 Sandsharks Select,2015 Boys Blue,4,0,2024-10-13
42159959,42160014,BRAZAS FC 2015 Boys Black,Legends,4,4,2024-10-13
42161728,42159959,FCDA 2015B Pre - Academy,BRAZAS FC 2015 Boys Black,2,4,2024-10-13
42160411,42159724,2015 Boys National,Northwest 2015 Boys Red,3,0,2024-10-13
42159959,42161728,BRAZAS FC 2015 Boys Black,FCDA 2015B Pre - Academy,4,2,2024-10-13
42162519,42160014,Locomotive 2015,Legends,2,3,2024-10-13
42161493,42158563,AZ Arsenal 15 Boys Teal CE,2015 Rush Boys,2,1,2024-10-13
42158563,42161493,2015 Rush Boys,AZ Arsenal 15 Boys Teal CE,1,2,2024-10-13
42160378,42169603,Royals,Phoenix United 2015 Academy,4,1,2024-10-13
42169603,42160378,Phoenix United 2015 Academy,Royals,1,4,2024-10-13
42169603,42160378,Phoenix United 2015 Academy,Royals,1,4,2024-10-13
42160378,42169603,Royals,Phoenix United 2015 Academy,4,1,2024-10-13
42161078,42161338,PRFC Scottsdale 15B Predator,15B Rayados Blue,3,3,2024-10-13
42161338,42161078,15B Rayados Blue,PRFC Scottsdale 15B Predator,3,3,2024-10-13
42161338,42161078,15B Rayados Blue,PRFC Scottsdale 15B Predator,3,3,2024-10-13
42160014,42162519,Legends,Locomotive 2015,3,2,2024-10-13
42161078,42161338,PRFC Scottsdale 15B Predator,15B Rayados Blue,3,3,2024-10-13
8d2e8a885597,42159633,EV-NSFC 15 Boys Perez(1),PRFC Scottsdale 15B Copa,1,2,2024-10-13
8d2e8a885597,42159633,EV-NSFC 15 Boys Perez(1),PRFC Scottsdale 15B Copa,1,2,2024-10-13
42159633,8d2e8a885597,PRFC Scottsdale 15B Copa,EV-NSFC 15 Boys Perez(1),2,1,2024-10-13
42161566,42161561,PRFC Scottsdale 15B Samba,PRFC West Valley 15B Samba,11,0,2024-10-13
42161561,42161566,PRFC West Valley 15B Samba,PRFC Scottsdale 15B Samba,0,11,2024-10-13
42175344,42159960,ALBION SC Las Vegas B15 Academy I,Northwest 2015 Boys Black,0,5,2024-10-13
42159960,42175344,Northwest 2015 Boys Black,ALBION SC Las Vegas B15 Academy I,5,0,2024-10-13
42159421,42161804,15/16,15B,0,1,2024-10-13
42161804,42159421,15B,15/16,1,0,2024-10-13
42160014,42159959,Legends,BRAZAS FC 2015 Boys Black,4,4,2024-10-13
42159633,8d2e8a885597,PRFC Scottsdale 15B Copa,EV-NSFC 15 Boys Perez(1),2,1,2024-10-13
42160014,42162519,Legends,Locomotive 2015,3,2,2024-10-13
42162519,42160014,Locomotive 2015,Legends,2,3,2024-10-13
42159633,42158563,PRFC Scottsdale 15B Copa,2015 Rush Boys,1,1,2024-10-13
42161728,42159959,FCDA 2015B Pre - Academy,BRAZAS FC 2015 Boys Black,2,4,2024-10-13
42161561,42161566,PRFC West Valley 15B Samba,PRFC Scottsdale 15B Samba,0,11,2024-10-13
42161566,42161561,PRFC Scottsdale 15B Samba,PRFC West Valley 15B Samba,11,0,2024-10-13
42160829,42159421,State 48 FC Buckeye 15 Black,15/16,1,1,2024-10-13
42159421,42160829,15/16,State 48 FC Buckeye 15 Black,1,1,2024-10-13
42159830,42159917,Academy 2015,Southeast 2015 Boys Black,4,1,2024-10-13
42159917,42159830,Southeast 2015 Boys Black,Academy 2015,1,4,2024-10-13
42159917,42159830,Southeast 2015 Boys Black,Academy 2015,1,4,2024-10-13
42159830,42159917,Academy 2015,Southeast 2015 Boys Black,4,1,2024-10-13
42158318,42159917,Black Conshy '15 (B),Southeast 2015 Boys Black,6,2,2024-10-13
42159917,42158318,Southeast 2015 Boys Black,Black Conshy '15 (B),2,6,2024-10-13
42159917,42158318,Southeast 2015 Boys Black,Black Conshy '15 (B),2,6,2024-10-13
42158318,42159917,Black Conshy '15 (B),Southeast 2015 Boys Black,6,2,2024-10-13
42159421,42160829,15/16,State 48 FC Buckeye 15 Black,1,1,2024-10-13
42160829,42159421,State 48 FC Buckeye 15 Black,15/16,1,1,2024-10-13
42160741,42161566,VSC 2015 Boys Green,PRFC Scottsdale 15B Samba,2,6,2024-10-13
42161566,42160741,PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,6,2,2024-10-13
42161616,42160741,AZ Arsenal 15 Boys Flagstaff,VSC 2015 Boys Green,2,7,2024-10-13
42161566,42160741,PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,6,2,2024-10-13
42160741,42161566,VSC 2015 Boys Green,PRFC Scottsdale 15B Samba,2,6,2024-10-13
42159633,42158563,PRFC Scottsdale 15B Copa,2015 Rush Boys,1,1,2024-10-13
42158563,42159633,2015 Rush Boys,PRFC Scottsdale 15B Copa,1,1,2024-10-13
42158563,42159633,2015 Rush Boys,PRFC Scottsdale 15B Copa,1,1,2024-10-13
42159959,42160014,BRAZAS FC 2015 Boys Black,Legends,4,4,2024-10-13
42161616,42160741,AZ Arsenal 15 Boys Flagstaff,VSC 2015 Boys Green,2,7,2024-10-13
42160741,42161616,VSC 2015 Boys Green,AZ Arsenal 15 Boys Flagstaff,7,2,2024-10-13
42159959,42160014,BRAZAS FC 2015 Boys Black,Legends,4,4,2024-10-13
42159959,42161728,BRAZAS FC 2015 Boys Black,FCDA 2015B Pre - Academy,4,2,2024-10-13
42161728,42159959,FCDA 2015B Pre - Academy,BRAZAS FC 2015 Boys Black,2,4,2024-10-13
42158292,42160958,2015 Boys,Scottsdale 15 Sandsharks Select,1,3,2024-10-13
42160958,42158292,Scottsdale 15 Sandsharks Select,2015 Boys,3,1,2024-10-13
42160741,42161566,VSC 2015 Boys Green,PRFC Scottsdale 15B Samba,2,6,2024-10-13
42161566,42160741,PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,6,2,2024-10-13
42161526,42162519,Phoenix Premier FC 15B Black,Locomotive 2015,6,3,2024-10-13
42162519,42161526,Locomotive 2015,Phoenix Premier FC 15B Black,3,6,2024-10-13
42162519,42161526,Locomotive 2015,Phoenix Premier FC 15B Black,3,6,2024-10-13
42161526,42162519,Phoenix Premier FC 15B Black,Locomotive 2015,6,3,2024-10-13
42159959,42161728,BRAZAS FC 2015 Boys Black,FCDA 2015B Pre - Academy,4,2,2024-10-13
42162669,42160014,PRFC West Valley 15B Predator,Legends,5,8,2024-10-13
42162669,42160014,PRFC West Valley 15B Predator,Legends,5,8,2024-10-13
42160741,42161804,VSC 2015 Boys Green,15B,4,2,2024-10-13
42161804,42160741,15B,VSC 2015 Boys Green,2,4,2024-10-13
42161526,42158038,Phoenix Premier FC 15B Black,2015 Boys Academy,0,7,2024-10-13
42158038,42161526,2015 Boys Academy,Phoenix Premier FC 15B Black,7,0,2024-10-13
42159961,42171732,Southeast 2015 Boys Green,2015 Boys Blue,1,0,2024-10-13
42171732,42159961,2015 Boys Blue,Southeast 2015 Boys Green,0,1,2024-10-13
42160050,42158038,Arsenal,2015 Boys Academy,1,3,2024-10-13
42160741,42161616,VSC 2015 Boys Green,AZ Arsenal 15 Boys Flagstaff,7,2,2024-10-13
42158038,42160050,2015 Boys Academy,Arsenal,3,1,2024-10-13
42160014,42162669,Legends,PRFC West Valley 15B Predator,8,5,2024-10-13
42161728,42159959,FCDA 2015B Pre - Academy,BRAZAS FC 2015 Boys Black,2,4,2024-10-13
42160014,42162669,Legends,PRFC West Valley 15B Predator,8,5,2024-10-13
42161566,42160741,PRFC Scottsdale 15B Samba,VSC 2015 Boys Green,6,2,2024-10-13
42161804,42159421,15B,15/16,1,0,2024-10-13
42160741,42161566,VSC 2015 Boys Green,PRFC Scottsdale 15B Samba,2,6,2024-10-13
42160014,42159959,Legends,BRAZAS FC 2015 Boys Black,4,4,2024-10-13
42159421,42161804,15/16,15B,0,1,2024-10-13
42159724,42160411,Northwest 2015 Boys Red,2015 Boys National,0,3,2024-10-13
42160411,42159724,2015 Boys National,Northwest 2015 Boys Red,3,0,2024-10-13
42160741,42161804,VSC 2015 Boys Green,15B,4,2,2024-10-13
42161804,42160741,15B,VSC 2015 Boys Green,2,4,2024-10-13
42161804,42160741,15B,VSC 2015 Boys Green,2,4,2024-10-13
42160741,42161804,VSC 2015 Boys Green,15B,4,2,2024-10-13
42160014,42162669,Legends,PRFC West Valley 15B Predator,8,5,2024-10-13
42159724,42160411,Northwest 2015 Boys Red,2015 Boys National,0,3,2024-10-13
42162669,42160014,PRFC West Valley 15B Predator,Legends,5,8,2024-10-13
42160958,42171732,Scottsdale 15 Sandsharks Select,2015 Boys Blue,4,0,2024-10-13
42162669,42160014,PRFC West Valley 15B Predator,Legends,5,8,2024-10-13
42171732,42160958,2015 Boys Blue,Scottsdale 15 Sandsharks Select,0,4,2024-10-13
42171732,42160958,2015 Boys Blue,Scottsdale 15 Sandsharks Select,0,4,2024-10-13
42161804,42160741,15B,VSC 2015 Boys Green,2,4,2024-10-13
42160741,42161804,VSC 2015 Boys Green,15B,4,2,2024-10-13
42160958,42171732,Scottsdale 15 Sandsharks Select,2015 Boys Blue,4,0,2024-10-13
42175344,42159960,ALBION SC Las Vegas B15 Academy I,Northwest 2015 Boys Black,0,5,2024-10-13
42159960,42175344,Northwest 2015 Boys Black,ALBION SC Las Vegas B15 Academy I,5,0,2024-10-13
42160014,42162669,Legends,PRFC West Valley 15B Predator,8,5,2024-10-13
42160668,42161804,15 Boys Soul Warriors,15B,1,8,2024-10-19
42159858,42161804,CDO 15B Elite,15B,0,7,2024-10-19
42161804,42160668,15B,15 Boys Soul Warriors,8,1,2024-10-19
42159858,42161804,CDO 15B Elite,15B,0,7,2024-10-19
42161804,42159858,15B,CDO 15B Elite,7,0,2024-10-19
42161804,42159858,15B,CDO 15B Elite,7,0,2024-10-19
42159932,42161804,CCV STARS 15 Boys Red PEO,15B,0,0,2024-10-19
42159932,42161804,CCV STARS 15 Boys Red PEO,15B,0,0,2024-10-19
42161804,42159932,15B,CCV STARS 15 Boys Red PEO,0,0,2024-10-19
42161804,42159342,15B,15B Blue,8,4,2024-10-19
42158532,42161804,White,15B,0,0,2024-10-19
9f7ccd26133f,42159421,16B Mendez GSA,15/16,2,1,2024-10-19
42159342,42161804,15B Blue,15B,4,8,2024-10-19
42161804,42159932,15B,CCV STARS 15 Boys Red PEO,0,0,2024-10-19
42161804,42158532,15B,White,0,0,2024-10-19
42161788,42161830,State 48 FC Avondale 15 Copper,Madison FC 15 Gold Boys,1,0,2024-10-19
42158532,42161804,White,15B,0,0,2024-10-19
42160243,42159342,Pima Surf Academy Boys 15,15B Blue,2,3,2024-10-19
42159421,9f7ccd26133f,15/16,16B Mendez GSA,1,2,2024-10-19
42159342,42160243,15B Blue,Pima Surf Academy Boys 15,3,2,2024-10-19
42171416,42161804,CDO 15B Premier,15B,0,7,2024-10-19
42161804,42171416,15B,CDO 15B Premier,7,0,2024-10-19
42160243,42159342,Pima Surf Academy Boys 15,15B Blue,2,3,2024-10-19
42161804,42158532,15B,White,0,0,2024-10-19
42159342,42160243,15B Blue,Pima Surf Academy Boys 15,3,2,2024-10-19
42161830,42161788,Madison FC 15 Gold Boys,State 48 FC Avondale 15 Copper,0,1,2024-10-19
42161788,42161830,State 48 FC Avondale 15 Copper,Madison FC 15 Gold Boys,1,0,2024-10-19
42161830,42158532,Madison FC 15 Gold Boys,White,2,3,2024-10-19
42158532,42161830,White,Madison FC 15 Gold Boys,3,2,2024-10-19
42158532,42161830,White,Madison FC 15 Gold Boys,3,2,2024-10-19
42161830,42158532,Madison FC 15 Gold Boys,White,2,3,2024-10-19
42161830,42161788,Madison FC 15 Gold Boys,State 48 FC Avondale 15 Copper,0,1,2024-10-19
42161400,42172613,Freedom Roadrunners,East 15B Blue,1,5,2024-10-19
42159342,42161804,15B Blue,15B,4,8,2024-10-19
42160243,42159342,Pima Surf Academy Boys 15,15B Blue,2,3,2024-10-19
42160243,42161286,Pima Surf Academy Boys 15,Deportivo Mexico 15B,3,5,2024-10-19
42161286,42160243,Deportivo Mexico 15B,Pima Surf Academy Boys 15,5,3,2024-10-19
42161804,42159342,15B,15B Blue,8,4,2024-10-19
42172613,42161400,East 15B Blue,Freedom Roadrunners,5,1,2024-10-19
42161400,42172613,Freedom Roadrunners,East 15B Blue,1,5,2024-10-19
42161286,42160243,Deportivo Mexico 15B,Pima Surf Academy Boys 15,5,3,2024-10-19
42160742,42160741,VSC 2015 Boys White,VSC 2015 Boys Green,0,3,2024-10-19
42160243,42161286,Pima Surf Academy Boys 15,Deportivo Mexico 15B,3,5,2024-10-19
42160668,42159858,15 Boys Soul Warriors,CDO 15B Elite,1,1,2024-10-19
42159342,42160243,15B Blue,Pima Surf Academy Boys 15,3,2,2024-10-19
42160243,42159342,Pima Surf Academy Boys 15,15B Blue,2,3,2024-10-19
42161804,42159858,15B,CDO 15B Elite,3,2,2024-10-19
f60b3b56d661,42161196,PRFC Desert Foothills 14B Pre-Academy,15B NJMarkette,10,1,2024-10-19
42159858,42161804,CDO 15B Elite,15B,2,3,2024-10-19
42159858,42160668,CDO 15B Elite,15 Boys Soul Warriors,1,1,2024-10-19
42160741,42160742,VSC 2015 Boys Green,VSC 2015 Boys White,3,0,2024-10-19
42161830,42161788,Madison FC 15 Gold Boys,State 48 FC Avondale 15 Copper,0,1,2024-10-19
42161788,42161830,State 48 FC Avondale 15 Copper,Madison FC 15 Gold Boys,1,0,2024-10-19
42159342,42160243,15B Blue,Pima Surf Academy Boys 15,3,2,2024-10-19
42161358,42161804,Rangers 15B,15B,1,6,2024-10-19
42161804,42161358,15B,Rangers 15B,6,1,2024-10-19
42160742,42160741,VSC 2015 Boys White,VSC 2015 Boys Green,0,3,2024-10-19
42160741,42160742,VSC 2015 Boys Green,VSC 2015 Boys White,3,0,2024-10-19
42161804,42160624,15B,CDO 15B Alliance,10,0,2024-10-19
42160624,42161804,CDO 15B Alliance,15B,0,10,2024-10-19
42161804,42161358,15B,Rangers 15B,6,1,2024-10-19
42161358,42161804,Rangers 15B,15B,1,6,2024-10-19
42160624,42161804,CDO 15B Alliance,15B,0,10,2024-10-19
42161804,42160624,15B,CDO 15B Alliance,10,0,2024-10-19
42160668,42159858,15 Boys Soul Warriors,CDO 15B Elite,1,1,2024-10-19
42159858,42160668,CDO 15B Elite,15 Boys Soul Warriors,1,1,2024-10-19
42159858,42161804,CDO 15B Elite,15B,2,3,2024-10-19
42161804,42159858,15B,CDO 15B Elite,3,2,2024-10-19
42172613,42161400,East 15B Blue,Freedom Roadrunners,5,1,2024-10-19
42161196,f60b3b56d661,15B NJMarkette,PRFC Desert Foothills 14B Pre-Academy,1,10,2024-10-19
42161786,42160668,Tuzos Nogales 2015,15 Boys Soul Warriors,9,1,2024-10-19
42161804,42160732,15B,15 Boys Navy,0,0,2024-10-19
42159932,42161804,CCV STARS 15 Boys Red PEO,15B,0,0,2024-10-19
42160668,42161786,15 Boys Soul Warriors,Tuzos Nogales 2015,1,9,2024-10-19
42161786,42160668,Tuzos Nogales 2015,15 Boys Soul Warriors,9,1,2024-10-19
42161786,42160668,Tuzos Nogales 2015,15 Boys Soul Warriors,9,1,2024-10-19
42160668,42161786,15 Boys Soul Warriors,Tuzos Nogales 2015,1,9,2024-10-19
42162707,118237dc9880,Southeast 2015 Boys Red,Next Level Soccer Northwest 2014 Boys,5,1,2024-10-19
118237dc9880,42162707,Next Level Soccer Northwest 2014 Boys,Southeast 2015 Boys Red,1,5,2024-10-19
42171416,42160668,CDO 15B Premier,15 Boys Soul Warriors,0,4,2024-10-19
42160668,42171416,15 Boys Soul Warriors,CDO 15B Premier,4,0,2024-10-19
42160668,42171416,15 Boys Soul Warriors,CDO 15B Premier,4,0,2024-10-19
42171416,42160668,CDO 15B Premier,15 Boys Soul Warriors,0,4,2024-10-19
42158532,42162133,White,Tuzos Academy Mesa 2015,1,5,2024-10-19
42162133,42158532,Tuzos Academy Mesa 2015,White,5,1,2024-10-19
118237dc9880,42162707,Next Level Soccer Northwest 2014 Boys,Southeast 2015 Boys Red,1,5,2024-10-19
42162707,118237dc9880,Southeast 2015 Boys Red,Next Level Soccer Northwest 2014 Boys,5,1,2024-10-19
42171416,42185649,CDO 15B Premier,Milan,5,1,2024-10-19
42185649,42171416,Milan,CDO 15B Premier,1,5,2024-10-19
42158532,42162133,White,Tuzos Academy Mesa 2015,1,5,2024-10-19
42162133,42158532,Tuzos Academy Mesa 2015,White,5,1,2024-10-19
42169603,418e1c9e12fe,Phoenix United 2015 Academy,Next Level Soccer Southeast 2014 Boys Green,0,3,2024-10-19
418e1c9e12fe,42169603,Next Level Soccer Southeast 2014 Boys Green,Phoenix United 2015 Academy,3,0,2024-10-19
42171416,42185649,CDO 15B Premier,Milan,5,1,2024-10-19
42185649,42171416,Milan,CDO 15B Premier,1,5,2024-10-19
42161804,42159932,15B,CCV STARS 15 Boys Red PEO,0,0,2024-10-19
418e1c9e12fe,42169603,Next Level Soccer Southeast 2014 Boys Green,Phoenix United 2015 Academy,3,0,2024-10-19
42160668,42161786,15 Boys Soul Warriors,Tuzos Nogales 2015,1,9,2024-10-19
42160732,42161804,15 Boys Navy,15B,0,0,2024-10-19
42160086,42169603,United,Phoenix United 2015 Academy,4,3,2024-10-19
42169603,42160086,Phoenix United 2015 Academy,United,3,4,2024-10-19
42169603,42160086,Phoenix United 2015 Academy,United,3,4,2024-10-19
42160086,42169603,United,Phoenix United 2015 Academy,4,3,2024-10-19
42169603,418e1c9e12fe,Phoenix United 2015 Academy,Next Level Soccer Southeast 2014 Boys Green,0,3,2024-10-19
42161804,42159932,15B,CCV STARS 15 Boys Red PEO,0,0,2024-10-19
42161786,42160668,Tuzos Nogales 2015,15 Boys Soul Warriors,9,1,2024-10-19
42160668,42159858,15 Boys Soul Warriors,CDO 15B Elite,1,1,2024-10-19
42159858,42161804,CDO 15B Elite,15B,2,3,2024-10-19
42161804,42159858,15B,CDO 15B Elite,3,2,2024-10-19
d935cd99e11e,42161788,Next Level Soccer Northwest 2016 Boys,State 48 FC Avondale 15 Copper,1,2,2024-10-19
42161788,d935cd99e11e,State 48 FC Avondale 15 Copper,Next Level Soccer Northwest 2016 Boys,2,1,2024-10-19
42160668,42161804,15 Boys Soul Warriors,15B,1,8,2024-10-19
42161804,42160668,15B,15 Boys Soul Warriors,8,1,2024-10-19
42159858,42161804,CDO 15B Elite,15B,2,3,2024-10-19
42159342,42161804,15B Blue,15B,4,8,2024-10-19
42159421,9f7ccd26133f,15/16,16B Mendez GSA,1,2,2024-10-19
f60b3b56d661,42161196,PRFC Desert Foothills 14B Pre-Academy,15B NJMarkette,10,1,2024-10-19
42161196,f60b3b56d661,15B NJMarkette,PRFC Desert Foothills 14B Pre-Academy,1,10,2024-10-19
42160732,42161804,15 Boys Navy,15B,0,0,2024-10-19
42161804,42160732,15B,15 Boys Navy,0,0,2024-10-19
42159932,42161804,CCV STARS 15 Boys Red PEO,15B,0,0,2024-10-19
42161804,42159342,15B,15B Blue,8,4,2024-10-19
42161804,42159858,15B,CDO 15B Elite,3,2,2024-10-19
9f7ccd26133f,42159421,16B Mendez GSA,15/16,2,1,2024-10-19
42161804,42171416,15B,CDO 15B Premier,7,0,2024-10-19
42159858,42160668,CDO 15B Elite,15 Boys Soul Warriors,1,1,2024-10-19
42171416,42161804,CDO 15B Premier,15B,0,7,2024-10-19
42162707,fe54838dd4bb,Southeast 2015 Boys Red,Next Level Soccer Southeast 2014 Boys Red,3,2,2024-10-19
fe54838dd4bb,42162707,Next Level Soccer Southeast 2014 Boys Red,Southeast 2015 Boys Red,2,3,2024-10-19
