Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
chandler soccer club 2012 boys gold,mesa soccer club 2012 boys gold,Chandler Soccer Club 2012 Boys Gold,Mesa Soccer Club 2012 Boys Gold,0,0,League Play,2025-07-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,cave creek soccer club 2012 boys black,Chandler Soccer Club 2012 Boys Gold,Cave Creek Soccer Club 2012 Boys Black,1,5,League Play,2025-09-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fc tucson youth soccer 2012 boys red,Chandler Soccer Club 2012 Boys Gold,FC Tucson Youth Soccer 2012 Boys Red,4,4,League Play,2025-09-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,rsl-az south 2012 boys white,Chandler Soccer Club 2012 Boys Gold,RSL-AZ South 2012 Boys White,0,3,League Play,2025-01-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fc tucson youth soccer 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,FC Tucson Youth Soccer 2012 Boys Blue,5,0,League Play,2024-11-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,rsl-az north 2012 boys red,Chandler Soccer Club 2012 Boys Gold,RSL-AZ North 2012 Boys Red,5,4,League Play,2025-07-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,goodyear soccer club 2012 boys gold,Chandler Soccer Club 2012 Boys Gold,Goodyear Soccer Club 2012 Boys Gold,1,2,League Play,2025-07-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,rsl-az north 2012 boys red,Chandler Soccer Club 2012 Boys Gold,RSL-AZ North 2012 Boys Red,2,1,League Play,2025-05-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,az soccer club 2012 boys red,Chandler Soccer Club 2012 Boys Gold,AZ Soccer Club 2012 Boys Red,2,1,League Play,2025-06-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,tempe soccer club 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,Tempe Soccer Club 2012 Boys Blue,2,2,League Play,2024-12-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,chandler soccer club 2012 boys white,Chandler Soccer Club 2012 Boys Gold,Chandler Soccer Club 2012 Boys White,0,2,League Play,2025-08-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fc elite arizona 2012 boys gold,Chandler Soccer Club 2012 Boys Gold,FC Elite Arizona 2012 Boys Gold,0,1,League Play,2025-09-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,tempe soccer club 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,Tempe Soccer Club 2012 Boys Blue,2,2,League Play,2024-10-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,rsl-az west valley 2012 boys gold,Chandler Soccer Club 2012 Boys Gold,RSL-AZ West Valley 2012 Boys Gold,1,0,League Play,2024-12-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,apache junction soccer club 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,Apache Junction Soccer Club 2012 Boys Blue,1,4,League Play,2025-01-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,rsl-az north 2012 boys white,Chandler Soccer Club 2012 Boys Gold,RSL-AZ North 2012 Boys White,0,3,League Play,2025-01-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,phoenix rising fc 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,Phoenix Rising FC 2012 Boys Blue,4,3,League Play,2024-11-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,chandler soccer club 2012 boys red,Chandler Soccer Club 2012 Boys Gold,Chandler Soccer Club 2012 Boys Red,4,2,League Play,2025-05-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,desert sc 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,Desert SC 2012 Boys Blue,5,4,League Play,2025-09-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fc tucson youth soccer 2012 boys blue,Chandler Soccer Club 2012 Boys Gold,FC Tucson Youth Soccer 2012 Boys Blue,4,0,League Play,2025-09-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,az soccer club 2012 boys red,Chandler Soccer Club 2012 Boys Gold,AZ Soccer Club 2012 Boys Red,5,4,League Play,2025-05-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fountain hills soccer club 2012 boys black,Chandler Soccer Club 2012 Boys Gold,Fountain Hills Soccer Club 2012 Boys Black,5,4,League Play,2025-07-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
chandler soccer club 2012 boys gold,fc tucson youth soccer 2012 boys white,Chandler Soccer Club 2012 Boys Gold,FC Tucson Youth Soccer 2012 Boys White,3,1,League Play,2025-01-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_81
az arsenal soccer club 2012 boys red,phoenix rising fc 2012 boys blue,AZ Arsenal Soccer Club 2012 Boys Red,Phoenix Rising FC 2012 Boys Blue,3,5,League Play,2025-10-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,cave creek soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Cave Creek Soccer Club 2012 Boys Black,2,4,League Play,2025-01-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,tempe soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Tempe Soccer Club 2012 Boys Black,2,2,League Play,2025-01-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,casa grande soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Casa Grande Soccer Club 2012 Boys Gold,4,4,League Play,2025-07-23,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,rsl-az south 2012 boys white,AZ Arsenal Soccer Club 2012 Boys Red,RSL-AZ South 2012 Boys White,4,4,League Play,2025-10-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,casa grande soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Casa Grande Soccer Club 2012 Boys Gold,3,4,League Play,2025-03-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,fc elite arizona 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,FC Elite Arizona 2012 Boys Gold,1,0,League Play,2025-06-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,casa grande soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Casa Grande Soccer Club 2012 Boys Gold,2,1,League Play,2024-10-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,apache junction soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Apache Junction Soccer Club 2012 Boys Gold,5,3,League Play,2025-04-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,paradise valley soccer club 2012 boys blue,AZ Arsenal Soccer Club 2012 Boys Red,Paradise Valley Soccer Club 2012 Boys Blue,1,5,League Play,2025-07-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,paradise valley soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Paradise Valley Soccer Club 2012 Boys Black,3,2,League Play,2025-05-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,phoenix premier fc 2012 boys red,AZ Arsenal Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Red,0,5,League Play,2025-02-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,desert sc 2012 boys blue,AZ Arsenal Soccer Club 2012 Boys Red,Desert SC 2012 Boys Blue,0,1,League Play,2025-04-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,desert sc 2012 boys red,AZ Arsenal Soccer Club 2012 Boys Red,Desert SC 2012 Boys Red,0,1,League Play,2025-04-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,tempe soccer club 2012 boys blue,AZ Arsenal Soccer Club 2012 Boys Red,Tempe Soccer Club 2012 Boys Blue,1,2,League Play,2025-09-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,chandler soccer club 2012 boys white,AZ Arsenal Soccer Club 2012 Boys Red,Chandler Soccer Club 2012 Boys White,3,3,League Play,2024-12-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,phoenix rising fc 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Phoenix Rising FC 2012 Boys Black,4,3,League Play,2024-10-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,mesa soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys Black,3,4,League Play,2025-06-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,buckeye soccer club 2012 boys blue,AZ Arsenal Soccer Club 2012 Boys Red,Buckeye Soccer Club 2012 Boys Blue,2,5,League Play,2025-10-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,chandler soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Chandler Soccer Club 2012 Boys Gold,2,0,League Play,2025-03-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,phoenix premier fc 2012 boys red,AZ Arsenal Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Red,4,3,League Play,2025-09-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,apache junction soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Apache Junction Soccer Club 2012 Boys Gold,2,3,League Play,2025-04-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,queen creek soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Queen Creek Soccer Club 2012 Boys Gold,4,3,League Play,2024-10-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,chandler soccer club 2012 boys white,AZ Arsenal Soccer Club 2012 Boys Red,Chandler Soccer Club 2012 Boys White,5,0,League Play,2024-11-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,paradise valley soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Paradise Valley Soccer Club 2012 Boys Black,0,2,League Play,2024-12-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,valley united fc 2012 boys red,AZ Arsenal Soccer Club 2012 Boys Red,Valley United FC 2012 Boys Red,4,4,League Play,2025-04-30,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,mesa soccer club 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Mesa Soccer Club 2012 Boys Black,3,4,League Play,2025-06-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,chandler soccer club 2012 boys gold,AZ Arsenal Soccer Club 2012 Boys Red,Chandler Soccer Club 2012 Boys Gold,3,4,League Play,2025-07-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,phoenix premier fc 2012 boys red,AZ Arsenal Soccer Club 2012 Boys Red,Phoenix Premier FC 2012 Boys Red,5,0,League Play,2025-06-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 boys red,valley united fc 2012 boys black,AZ Arsenal Soccer Club 2012 Boys Red,Valley United FC 2012 Boys Black,1,1,League Play,2025-06-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_82
fc tucson youth soccer 2012 boys white,chandler soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Chandler Soccer Club 2012 Boys Red,5,0,League Play,2024-10-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,desert sc 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Desert SC 2012 Boys Blue,2,4,League Play,2025-03-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,casa grande soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Casa Grande Soccer Club 2012 Boys Blue,0,1,League Play,2025-03-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,chandler soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys White,Chandler Soccer Club 2012 Boys White,5,5,League Play,2025-04-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,cave creek soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Cave Creek Soccer Club 2012 Boys Black,2,5,League Play,2025-04-14,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,paradise valley soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Paradise Valley Soccer Club 2012 Boys Blue,2,5,League Play,2025-03-07,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,az arsenal soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,AZ Arsenal Soccer Club 2012 Boys Red,4,2,League Play,2025-02-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,chandler soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Chandler Soccer Club 2012 Boys Red,2,2,League Play,2025-05-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,chandler soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Chandler Soccer Club 2012 Boys Red,1,5,League Play,2025-02-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,casa grande soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys White,Casa Grande Soccer Club 2012 Boys Gold,4,2,League Play,2025-01-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,scottsdale soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Scottsdale Soccer Club 2012 Boys Black,4,3,League Play,2025-07-11,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,avondale soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Avondale Soccer Club 2012 Boys Black,4,5,League Play,2025-02-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,rsl-az south 2012 boys white,FC Tucson Youth Soccer 2012 Boys White,RSL-AZ South 2012 Boys White,3,4,League Play,2025-09-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,fountain hills soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Fountain Hills Soccer Club 2012 Boys Blue,5,2,League Play,2025-06-08,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,maricopa soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Maricopa Soccer Club 2012 Boys Black,2,0,League Play,2025-01-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,goodyear soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys White,Goodyear Soccer Club 2012 Boys Gold,3,2,League Play,2025-04-19,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,gilbert soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Gilbert Soccer Club 2012 Boys Blue,5,3,League Play,2025-08-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,phoenix rising fc 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Phoenix Rising FC 2012 Boys Blue,3,2,League Play,2024-10-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,fountain hills soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Fountain Hills Soccer Club 2012 Boys Black,0,5,League Play,2025-03-27,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,avondale soccer club 2012 boys black,FC Tucson Youth Soccer 2012 Boys White,Avondale Soccer Club 2012 Boys Black,5,2,League Play,2025-02-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,chandler soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys White,Chandler Soccer Club 2012 Boys Gold,2,1,League Play,2025-05-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,rsl-az north 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,RSL-AZ North 2012 Boys Blue,3,2,League Play,2025-10-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,desert sc 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Desert SC 2012 Boys Blue,1,2,League Play,2025-01-17,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,buckeye soccer club 2012 boys blue,FC Tucson Youth Soccer 2012 Boys White,Buckeye Soccer Club 2012 Boys Blue,3,0,League Play,2025-06-04,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,maricopa soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Maricopa Soccer Club 2012 Boys Red,1,3,League Play,2025-02-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,az arsenal soccer club 2012 boys white,FC Tucson Youth Soccer 2012 Boys White,AZ Arsenal Soccer Club 2012 Boys White,4,0,League Play,2025-03-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,surprise soccer club 2012 boys gold,FC Tucson Youth Soccer 2012 Boys White,Surprise Soccer Club 2012 Boys Gold,4,0,League Play,2025-03-31,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,maricopa soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Maricopa Soccer Club 2012 Boys Red,3,3,League Play,2024-11-12,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,fc tucson youth soccer 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,FC Tucson Youth Soccer 2012 Boys Red,0,5,League Play,2025-03-18,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
fc tucson youth soccer 2012 boys white,mesa soccer club 2012 boys red,FC Tucson Youth Soccer 2012 Boys White,Mesa Soccer Club 2012 Boys Red,1,5,League Play,2025-01-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_83
tempe soccer club 2012 boys blue,fc tucson youth soccer 2012 boys white,Tempe Soccer Club 2012 Boys Blue,FC Tucson Youth Soccer 2012 Boys White,4,5,League Play,2025-10-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,goodyear soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Goodyear Soccer Club 2012 Boys Gold,4,0,League Play,2025-01-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,0,0,League Play,2025-10-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Blue,2,2,League Play,2025-01-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,rsl-az north 2012 boys red,Tempe Soccer Club 2012 Boys Blue,RSL-AZ North 2012 Boys Red,5,0,League Play,2025-04-01,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,fountain hills soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys White,2,3,League Play,2025-08-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,peoria soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Peoria Soccer Club 2012 Boys Gold,1,5,League Play,2025-02-16,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,tempe soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys White,3,4,League Play,2025-08-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,apache junction soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Gold,0,1,League Play,2025-05-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,peoria soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Peoria Soccer Club 2012 Boys Gold,4,4,League Play,2025-08-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,queen creek soccer club 2012 boys white,Tempe Soccer Club 2012 Boys Blue,Queen Creek Soccer Club 2012 Boys White,4,4,League Play,2025-07-15,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Blue,0,0,League Play,2025-08-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,glendale soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Glendale Soccer Club 2012 Boys Red,3,2,League Play,2024-11-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,4,2,League Play,2025-08-13,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,desert sc 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Blue,1,5,League Play,2024-11-02,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,phoenix premier fc 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Phoenix Premier FC 2012 Boys Red,0,5,League Play,2024-12-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,rsl-az west valley 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,RSL-AZ West Valley 2012 Boys Gold,4,3,League Play,2025-04-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,tempe soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Tempe Soccer Club 2012 Boys Black,0,0,League Play,2025-05-05,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,rsl-az yuma 2012 boys red,Tempe Soccer Club 2012 Boys Blue,RSL-AZ Yuma 2012 Boys Red,2,1,League Play,2025-07-21,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,peoria soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Peoria Soccer Club 2012 Boys Gold,1,1,League Play,2024-11-24,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,apache junction soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Blue,4,5,League Play,2025-09-10,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,fountain hills soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Fountain Hills Soccer Club 2012 Boys Black,3,2,League Play,2024-10-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,apache junction soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,Apache Junction Soccer Club 2012 Boys Blue,4,4,League Play,2025-01-29,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Red,5,2,League Play,2024-10-22,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,paradise valley soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Paradise Valley Soccer Club 2012 Boys Black,1,0,League Play,2025-07-06,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,az arsenal soccer club 2012 boys blue,Tempe Soccer Club 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Blue,1,0,League Play,2025-01-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,casa grande soccer club 2012 boys red,Tempe Soccer Club 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Red,2,1,League Play,2025-02-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,chandler soccer club 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Chandler Soccer Club 2012 Boys Gold,1,4,League Play,2025-06-25,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,desert sc 2012 boys gold,Tempe Soccer Club 2012 Boys Blue,Desert SC 2012 Boys Gold,1,2,League Play,2025-04-09,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 boys blue,cave creek soccer club 2012 boys black,Tempe Soccer Club 2012 Boys Blue,Cave Creek Soccer Club 2012 Boys Black,1,1,League Play,2024-10-28,az_boys_u14,https://rankings.gotsport.com/teams/u14_84
desert sc 2012 boys blue,buckeye soccer club 2012 boys blue,Desert SC 2012 Boys Blue,Buckeye Soccer Club 2012 Boys Blue,0,3,League Play,2024-11-26,az_boys_u14,https://rankings.gotsport.com/teams/u14_85
desert sc 2012 boys blue,az arsenal soccer club 2012 boys red,Desert SC 2012 Boys Blue,AZ Arsenal Soccer Club 2012 Boys Red,1,2,League Play,2025-03-03,az_boys_u14,https://rankings.gotsport.com/teams/u14_85
desert sc 2012 boys blue,casa grande soccer club 2012 boys gold,Desert SC 2012 Boys Blue,Casa Grande Soccer Club 2012 Boys Gold,3,2,League Play,2024-10-20,az_boys_u14,https://rankings.gotsport.com/teams/u14_85
