Team,Opponent,TeamRaw,OpponentRaw,TeamScore,OpponentScore,Competition,Date,Division,TeamURL
rsl-az yuma 2016 boys gold,maricopa soccer club 2016 boys gold,RSL-AZ Yuma 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Gold,2,1,League Play,2025-07-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,gilbert soccer club 2016 boys white,RSL-AZ Yuma 2016 Boys Gold,Gilbert Soccer Club 2016 Boys White,1,2,League Play,2025-05-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,glendale soccer club 2016 boys black,RSL-AZ Yuma 2016 Boys Gold,Glendale Soccer Club 2016 Boys Black,2,0,League Play,2025-09-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,goodyear soccer club 2016 boys gold,RSL-AZ Yuma 2016 Boys Gold,Goodyear Soccer Club 2016 Boys Gold,1,1,League Play,2025-07-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,rsl-az west valley 2016 boys white,RSL-AZ Yuma 2016 Boys Gold,RSL-AZ West Valley 2016 Boys White,2,3,League Play,2025-07-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,phoenix premier fc 2016 boys red,RSL-AZ Yuma 2016 Boys Gold,Phoenix Premier FC 2016 Boys Red,3,0,League Play,2025-05-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,fountain hills soccer club 2016 boys white,RSL-AZ Yuma 2016 Boys Gold,Fountain Hills Soccer Club 2016 Boys White,4,0,League Play,2025-05-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,fc tucson youth soccer 2016 boys red,RSL-AZ Yuma 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys Red,1,2,League Play,2025-01-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,az soccer club 2016 boys black,RSL-AZ Yuma 2016 Boys Gold,AZ Soccer Club 2016 Boys Black,0,3,League Play,2025-02-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,goodyear soccer club 2016 boys gold,RSL-AZ Yuma 2016 Boys Gold,Goodyear Soccer Club 2016 Boys Gold,2,2,League Play,2025-05-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,paradise valley soccer club 2016 boys gold,RSL-AZ Yuma 2016 Boys Gold,Paradise Valley Soccer Club 2016 Boys Gold,0,1,League Play,2025-07-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
rsl-az yuma 2016 boys gold,fc elite arizona 2016 boys black,RSL-AZ Yuma 2016 Boys Gold,FC Elite Arizona 2016 Boys Black,1,3,League Play,2025-01-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_101
phoenix premier fc 2016 boys gold,goodyear soccer club 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Goodyear Soccer Club 2016 Boys Black,0,4,League Play,2025-04-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,az soccer club 2016 boys white,Phoenix Premier FC 2016 Boys Gold,AZ Soccer Club 2016 Boys White,1,0,League Play,2025-10-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,fc tucson youth soccer 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys Gold,0,4,League Play,2025-04-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,desert sc 2016 boys white,Phoenix Premier FC 2016 Boys Gold,Desert SC 2016 Boys White,2,2,League Play,2025-07-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,az arsenal soccer club 2016 boys blue,Phoenix Premier FC 2016 Boys Gold,AZ Arsenal Soccer Club 2016 Boys Blue,2,3,League Play,2025-06-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,buckeye soccer club 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Buckeye Soccer Club 2016 Boys Black,3,1,League Play,2025-06-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,scottsdale soccer club 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,Scottsdale Soccer Club 2016 Boys Gold,2,0,League Play,2025-08-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,scottsdale soccer club 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,Scottsdale Soccer Club 2016 Boys Gold,0,4,League Play,2025-04-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,gilbert soccer club 2016 boys red,Phoenix Premier FC 2016 Boys Gold,Gilbert Soccer Club 2016 Boys Red,1,4,League Play,2025-03-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,casa grande soccer club 2016 boys white,Phoenix Premier FC 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys White,0,2,League Play,2025-01-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,maricopa soccer club 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Maricopa Soccer Club 2016 Boys Black,0,4,League Play,2025-08-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,rsl-az west valley 2016 boys red,Phoenix Premier FC 2016 Boys Gold,RSL-AZ West Valley 2016 Boys Red,2,3,League Play,2025-09-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,casa grande soccer club 2016 boys blue,Phoenix Premier FC 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Blue,1,2,League Play,2025-10-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,casa grande soccer club 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,Casa Grande Soccer Club 2016 Boys Gold,0,0,League Play,2025-01-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,queen creek soccer club 2016 boys blue,Phoenix Premier FC 2016 Boys Gold,Queen Creek Soccer Club 2016 Boys Blue,1,2,League Play,2025-08-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,buckeye soccer club 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Buckeye Soccer Club 2016 Boys Black,3,2,League Play,2025-04-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,maricopa soccer club 2016 boys white,Phoenix Premier FC 2016 Boys Gold,Maricopa Soccer Club 2016 Boys White,1,2,League Play,2024-12-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,valley united fc 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Valley United FC 2016 Boys Black,3,4,League Play,2024-12-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,fc tucson youth soccer 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,FC Tucson Youth Soccer 2016 Boys Gold,4,0,League Play,2025-02-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,az soccer club 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,AZ Soccer Club 2016 Boys Gold,3,2,League Play,2025-02-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,valley united fc 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Valley United FC 2016 Boys Black,0,4,League Play,2025-02-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,fountain hills soccer club 2016 boys red,Phoenix Premier FC 2016 Boys Gold,Fountain Hills Soccer Club 2016 Boys Red,4,1,League Play,2025-05-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,peoria soccer club 2016 boys black,Phoenix Premier FC 2016 Boys Gold,Peoria Soccer Club 2016 Boys Black,4,1,League Play,2025-03-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,rsl-az yuma 2016 boys gold,Phoenix Premier FC 2016 Boys Gold,RSL-AZ Yuma 2016 Boys Gold,4,4,League Play,2025-01-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
phoenix premier fc 2016 boys gold,surprise soccer club 2016 boys blue,Phoenix Premier FC 2016 Boys Gold,Surprise Soccer Club 2016 Boys Blue,3,1,League Play,2025-02-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_102
chandler soccer club 2016 boys blue,scottsdale soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Blue,Scottsdale Soccer Club 2016 Boys White,4,3,League Play,2025-02-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,cave creek soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys White,3,1,League Play,2025-09-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,queen creek soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Queen Creek Soccer Club 2016 Boys Blue,3,0,League Play,2025-03-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,chandler soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Chandler Soccer Club 2016 Boys Gold,2,4,League Play,2025-02-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,az soccer club 2016 boys white,Chandler Soccer Club 2016 Boys Blue,AZ Soccer Club 2016 Boys White,1,2,League Play,2024-12-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,rsl-az south 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,RSL-AZ South 2016 Boys Gold,3,3,League Play,2025-08-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,paradise valley soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys Blue,1,0,League Play,2025-05-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,chandler soccer club 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Chandler Soccer Club 2016 Boys Red,4,3,League Play,2025-09-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,paradise valley soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys Gold,3,1,League Play,2025-05-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,buckeye soccer club 2016 boys black,Chandler Soccer Club 2016 Boys Blue,Buckeye Soccer Club 2016 Boys Black,4,1,League Play,2025-04-06,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,rsl-az north 2016 boys black,Chandler Soccer Club 2016 Boys Blue,RSL-AZ North 2016 Boys Black,0,3,League Play,2025-07-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,goodyear soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Goodyear Soccer Club 2016 Boys Gold,1,0,League Play,2025-07-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,rsl-az north 2016 boys white,Chandler Soccer Club 2016 Boys Blue,RSL-AZ North 2016 Boys White,1,2,League Play,2025-06-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,phoenix premier fc 2016 boys black,Chandler Soccer Club 2016 Boys Blue,Phoenix Premier FC 2016 Boys Black,4,1,League Play,2025-06-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,casa grande soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Casa Grande Soccer Club 2016 Boys Blue,2,2,League Play,2025-07-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,paradise valley soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Paradise Valley Soccer Club 2016 Boys Blue,2,3,League Play,2025-08-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,fc tucson youth soccer 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,FC Tucson Youth Soccer 2016 Boys Gold,2,0,League Play,2025-09-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,surprise soccer club 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Surprise Soccer Club 2016 Boys Red,4,1,League Play,2025-03-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,rsl-az north 2016 boys black,Chandler Soccer Club 2016 Boys Blue,RSL-AZ North 2016 Boys Black,1,3,League Play,2025-06-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,apache junction soccer club 2016 boys red,Chandler Soccer Club 2016 Boys Blue,Apache Junction Soccer Club 2016 Boys Red,0,1,League Play,2025-09-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,scottsdale soccer club 2016 boys black,Chandler Soccer Club 2016 Boys Blue,Scottsdale Soccer Club 2016 Boys Black,2,4,League Play,2025-09-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,buckeye soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Buckeye Soccer Club 2016 Boys Blue,1,3,League Play,2025-05-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,rsl-az north 2016 boys black,Chandler Soccer Club 2016 Boys Blue,RSL-AZ North 2016 Boys Black,2,2,League Play,2025-05-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,maricopa soccer club 2016 boys gold,Chandler Soccer Club 2016 Boys Blue,Maricopa Soccer Club 2016 Boys Gold,0,3,League Play,2025-07-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
chandler soccer club 2016 boys blue,mesa soccer club 2016 boys blue,Chandler Soccer Club 2016 Boys Blue,Mesa Soccer Club 2016 Boys Blue,3,1,League Play,2025-02-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_103
apache junction soccer club 2016 boys red,maricopa soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,Maricopa Soccer Club 2016 Boys Black,1,3,League Play,2025-02-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,az arsenal soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,AZ Arsenal Soccer Club 2016 Boys Gold,2,3,League Play,2025-08-29,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,mesa soccer club 2016 boys blue,Apache Junction Soccer Club 2016 Boys Red,Mesa Soccer Club 2016 Boys Blue,0,4,League Play,2025-09-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,surprise soccer club 2016 boys red,Apache Junction Soccer Club 2016 Boys Red,Surprise Soccer Club 2016 Boys Red,2,4,League Play,2025-08-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,fc tucson youth soccer 2016 boys white,Apache Junction Soccer Club 2016 Boys Red,FC Tucson Youth Soccer 2016 Boys White,2,3,League Play,2025-06-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,fc elite arizona 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,FC Elite Arizona 2016 Boys Black,3,3,League Play,2024-12-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,fc tucson youth soccer 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,FC Tucson Youth Soccer 2016 Boys Gold,0,3,League Play,2024-12-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,mesa soccer club 2016 boys blue,Apache Junction Soccer Club 2016 Boys Red,Mesa Soccer Club 2016 Boys Blue,1,0,League Play,2025-04-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,casa grande soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,Casa Grande Soccer Club 2016 Boys Black,3,1,League Play,2025-02-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,casa grande soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,Casa Grande Soccer Club 2016 Boys Gold,4,0,League Play,2025-09-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,phoenix rising fc 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,Phoenix Rising FC 2016 Boys Gold,2,4,League Play,2025-05-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,az soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,AZ Soccer Club 2016 Boys Black,4,4,League Play,2025-09-15,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,casa grande soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,Casa Grande Soccer Club 2016 Boys Gold,1,2,League Play,2025-09-30,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,rsl-az south 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,RSL-AZ South 2016 Boys Gold,3,4,League Play,2025-08-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,chandler soccer club 2016 boys red,Apache Junction Soccer Club 2016 Boys Red,Chandler Soccer Club 2016 Boys Red,3,4,League Play,2025-01-08,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,gilbert soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,Gilbert Soccer Club 2016 Boys Gold,0,0,League Play,2025-07-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,az arsenal soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,AZ Arsenal Soccer Club 2016 Boys Gold,4,3,League Play,2025-05-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,desert sc 2016 boys white,Apache Junction Soccer Club 2016 Boys Red,Desert SC 2016 Boys White,4,2,League Play,2025-07-13,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,az soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,AZ Soccer Club 2016 Boys Black,1,2,League Play,2025-05-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,mesa soccer club 2016 boys blue,Apache Junction Soccer Club 2016 Boys Red,Mesa Soccer Club 2016 Boys Blue,4,3,League Play,2025-01-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,peoria soccer club 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,Peoria Soccer Club 2016 Boys Gold,0,2,League Play,2025-03-27,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,gilbert soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,Gilbert Soccer Club 2016 Boys Black,1,4,League Play,2025-07-31,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,tempe soccer club 2016 boys black,Apache Junction Soccer Club 2016 Boys Red,Tempe Soccer Club 2016 Boys Black,1,4,League Play,2025-09-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,valley united fc 2016 boys white,Apache Junction Soccer Club 2016 Boys Red,Valley United FC 2016 Boys White,0,2,League Play,2025-02-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
apache junction soccer club 2016 boys red,rsl-az yuma 2016 boys gold,Apache Junction Soccer Club 2016 Boys Red,RSL-AZ Yuma 2016 Boys Gold,4,1,League Play,2025-08-07,az_boys_u10,https://rankings.gotsport.com/teams/u10_104
casa grande soccer club 2016 boys black,chandler soccer club 2016 boys red,Casa Grande Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Red,0,1,League Play,2025-07-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,chandler soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Gold,0,1,League Play,2025-07-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,paradise valley soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Paradise Valley Soccer Club 2016 Boys Gold,3,1,League Play,2025-07-01,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,buckeye soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Buckeye Soccer Club 2016 Boys Blue,3,1,League Play,2025-08-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,desert sc 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Desert SC 2016 Boys Blue,4,3,League Play,2025-09-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,paradise valley soccer club 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,Paradise Valley Soccer Club 2016 Boys White,1,0,League Play,2025-04-16,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,peoria soccer club 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Peoria Soccer Club 2016 Boys Black,2,1,League Play,2025-06-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,peoria soccer club 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Peoria Soccer Club 2016 Boys Black,0,2,League Play,2025-01-17,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,maricopa soccer club 2016 boys red,Casa Grande Soccer Club 2016 Boys Black,Maricopa Soccer Club 2016 Boys Red,0,0,League Play,2025-09-19,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,buckeye soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Buckeye Soccer Club 2016 Boys Blue,3,0,League Play,2025-05-14,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,valley united fc 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Valley United FC 2016 Boys Black,1,4,League Play,2025-01-10,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,buckeye soccer club 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Buckeye Soccer Club 2016 Boys Black,1,2,League Play,2025-07-03,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,valley united fc 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,Valley United FC 2016 Boys White,1,3,League Play,2025-01-20,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,rsl-az north 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys Black,0,3,League Play,2025-05-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,paradise valley soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Paradise Valley Soccer Club 2016 Boys Gold,0,0,League Play,2025-10-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,queen creek soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Queen Creek Soccer Club 2016 Boys Blue,4,2,League Play,2025-01-11,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,mesa soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Mesa Soccer Club 2016 Boys Blue,3,4,League Play,2025-07-05,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,fc tucson youth soccer 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,FC Tucson Youth Soccer 2016 Boys Gold,3,3,League Play,2025-08-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,gilbert soccer club 2016 boys blue,Casa Grande Soccer Club 2016 Boys Black,Gilbert Soccer Club 2016 Boys Blue,0,2,League Play,2025-07-24,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,chandler soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Chandler Soccer Club 2016 Boys Gold,4,2,League Play,2024-12-28,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,maricopa soccer club 2016 boys gold,Casa Grande Soccer Club 2016 Boys Black,Maricopa Soccer Club 2016 Boys Gold,4,4,League Play,2025-05-12,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,rsl-az north 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,RSL-AZ North 2016 Boys White,2,3,League Play,2025-01-04,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,rsl-az west valley 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,RSL-AZ West Valley 2016 Boys White,3,0,League Play,2025-07-22,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,glendale soccer club 2016 boys black,Casa Grande Soccer Club 2016 Boys Black,Glendale Soccer Club 2016 Boys Black,3,0,League Play,2025-06-21,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
casa grande soccer club 2016 boys black,casa grande soccer club 2016 boys white,Casa Grande Soccer Club 2016 Boys Black,Casa Grande Soccer Club 2016 Boys White,1,0,League Play,2025-01-25,az_boys_u10,https://rankings.gotsport.com/teams/u10_105
buckeye soccer club 2016 boys blue,gilbert soccer club 2016 boys gold,Buckeye Soccer Club 2016 Boys Blue,Gilbert Soccer Club 2016 Boys Gold,1,0,League Play,2025-05-09,az_boys_u10,https://rankings.gotsport.com/teams/u10_106
buckeye soccer club 2016 boys blue,az soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,AZ Soccer Club 2016 Boys Black,4,3,League Play,2025-05-23,az_boys_u10,https://rankings.gotsport.com/teams/u10_106
buckeye soccer club 2016 boys blue,cave creek soccer club 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Cave Creek Soccer Club 2016 Boys Black,1,3,League Play,2025-04-02,az_boys_u10,https://rankings.gotsport.com/teams/u10_106
buckeye soccer club 2016 boys blue,az arsenal soccer club 2016 boys blue,Buckeye Soccer Club 2016 Boys Blue,AZ Arsenal Soccer Club 2016 Boys Blue,1,4,League Play,2025-06-18,az_boys_u10,https://rankings.gotsport.com/teams/u10_106
buckeye soccer club 2016 boys blue,valley united fc 2016 boys black,Buckeye Soccer Club 2016 Boys Blue,Valley United FC 2016 Boys Black,3,4,League Play,2025-04-26,az_boys_u10,https://rankings.gotsport.com/teams/u10_106
