Team A,Team B,Score A,Score B,Date,Competition,SourceURL
az arsenal soccer club 2012 red,tempe soccer club 2012 black,2,2,2025-01-01,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,casa grande soccer club 2012 gold,4,4,2025-07-23,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,rsl-az south 2012 white,4,4,2025-10-08,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,casa grande soccer club 2012 gold,3,4,2025-03-10,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,elite arizona 2012 gold,1,0,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,casa grande soccer club 2012 gold,2,1,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,apache junction soccer club 2012 gold,5,3,2025-04-29,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,paradise valley soccer club 2012 blue,1,5,2025-07-17,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,paradise valley soccer club 2012 black,3,2,2025-05-22,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,phoenix premier 2012 red,0,5,2025-02-25,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,desert 2012 blue,0,1,2025-04-13,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,desert 2012 red,0,1,2025-04-26,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,tempe soccer club 2012 blue,1,2,2025-09-30,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,chandler soccer club 2012 white,3,3,2024-12-26,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,phoenix rising 2012 black,4,3,2024-10-18,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,mesa soccer club 2012 black,3,4,2025-06-05,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,buckeye soccer club 2012 blue,2,5,2025-10-05,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,chandler soccer club 2012 gold,2,0,2025-03-15,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,phoenix premier 2012 red,4,3,2025-09-20,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,apache junction soccer club 2012 gold,2,3,2025-04-21,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,queen creek soccer club 2012 gold,4,3,2024-10-31,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,chandler soccer club 2012 white,5,0,2024-11-09,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,paradise valley soccer club 2012 black,0,2,2024-12-18,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,valley united 2012 red,4,4,2025-04-30,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,mesa soccer club 2012 black,3,4,2025-06-13,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,chandler soccer club 2012 gold,3,4,2025-07-12,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,phoenix premier 2012 red,5,0,2025-06-06,League Play,https://rankings.gotsport.com/teams/u14_82
az arsenal soccer club 2012 red,valley united 2012 black,1,1,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_82
tucson youth soccer 2012 white,chandler soccer club 2012 red,5,0,2024-10-25,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,desert 2012 blue,2,4,2025-03-01,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,casa grande soccer club 2012 blue,0,1,2025-03-02,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,chandler soccer club 2012 white,5,5,2025-04-20,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,cave creek soccer club 2012 black,2,5,2025-04-14,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,paradise valley soccer club 2012 blue,2,5,2025-03-07,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,az arsenal soccer club 2012 red,4,2,2025-02-05,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,chandler soccer club 2012 red,2,2,2025-05-17,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,chandler soccer club 2012 red,1,5,2025-02-09,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,casa grande soccer club 2012 gold,4,2,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,scottsdale soccer club 2012 black,4,3,2025-07-11,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,avondale soccer club 2012 black,4,5,2025-02-06,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,rsl-az south 2012 white,3,4,2025-09-20,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,fountain hills soccer club 2012 blue,5,2,2025-06-08,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,maricopa soccer club 2012 black,2,0,2025-01-09,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,goodyear soccer club 2012 gold,3,2,2025-04-19,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,gilbert soccer club 2012 blue,5,3,2025-08-24,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,phoenix rising 2012 blue,3,2,2024-10-17,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,fountain hills soccer club 2012 black,0,5,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,avondale soccer club 2012 black,5,2,2025-02-28,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,chandler soccer club 2012 gold,2,1,2025-05-24,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,rsl-az north 2012 blue,3,2,2025-10-01,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,desert 2012 blue,1,2,2025-01-17,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,buckeye soccer club 2012 blue,3,0,2025-06-04,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,maricopa soccer club 2012 red,1,3,2025-02-20,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,az arsenal soccer club 2012 white,4,0,2025-03-22,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,surprise soccer club 2012 gold,4,0,2025-03-31,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,maricopa soccer club 2012 red,3,3,2024-11-12,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,tucson youth soccer 2012 red,0,5,2025-03-18,League Play,https://rankings.gotsport.com/teams/u14_83
tucson youth soccer 2012 white,mesa soccer club 2012 red,1,5,2025-01-20,League Play,https://rankings.gotsport.com/teams/u14_83
tempe soccer club 2012 blue,tucson youth soccer 2012 white,4,5,2025-10-05,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,goodyear soccer club 2012 gold,4,0,2025-01-15,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,paradise valley soccer club 2012 black,0,0,2025-10-06,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,casa grande soccer club 2012 blue,2,2,2025-01-16,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,rsl-az north 2012 red,5,0,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,fountain hills soccer club 2012 white,2,3,2025-08-24,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,peoria soccer club 2012 gold,1,5,2025-02-16,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,tempe soccer club 2012 white,3,4,2025-08-09,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,apache junction soccer club 2012 gold,0,1,2025-05-03,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,peoria soccer club 2012 gold,4,4,2025-08-02,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,queen creek soccer club 2012 white,4,4,2025-07-15,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,casa grande soccer club 2012 blue,0,0,2025-08-02,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,glendale soccer club 2012 red,3,2,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,paradise valley soccer club 2012 black,4,2,2025-08-13,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,desert 2012 blue,1,5,2024-11-02,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,phoenix premier 2012 red,0,5,2024-12-26,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,rsl-az west valley 2012 gold,4,3,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,tempe soccer club 2012 black,0,0,2025-05-05,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,rsl-az yuma 2012 red,2,1,2025-07-21,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,peoria soccer club 2012 gold,1,1,2024-11-24,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,apache junction soccer club 2012 blue,4,5,2025-09-10,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,fountain hills soccer club 2012 black,3,2,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,apache junction soccer club 2012 blue,4,4,2025-01-29,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,casa grande soccer club 2012 red,5,2,2024-10-22,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,paradise valley soccer club 2012 black,1,0,2025-07-06,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,az arsenal soccer club 2012 blue,1,0,2025-01-09,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,casa grande soccer club 2012 red,2,1,2025-02-20,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,chandler soccer club 2012 gold,1,4,2025-06-25,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,desert 2012 gold,1,2,2025-04-09,League Play,https://rankings.gotsport.com/teams/u14_84
tempe soccer club 2012 blue,cave creek soccer club 2012 black,1,1,2024-10-28,League Play,https://rankings.gotsport.com/teams/u14_84
desert 2012 blue,buckeye soccer club 2012 blue,0,3,2024-11-26,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,az arsenal soccer club 2012 red,1,2,2025-03-03,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,casa grande soccer club 2012 gold,3,2,2024-10-20,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,apache junction soccer club 2012 gold,5,4,2025-07-29,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,tempe soccer club 2012 blue,4,3,2025-05-22,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,casa grande soccer club 2012 gold,2,2,2025-01-20,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,rsl-az yuma 2012 red,4,5,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,glendale soccer club 2012 blue,1,3,2025-09-15,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,az arsenal soccer club 2012 red,3,0,2025-09-24,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,rsl-az north 2012 blue,5,2,2025-05-08,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,apache junction soccer club 2012 blue,4,3,2024-12-10,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,fountain hills soccer club 2012 blue,2,5,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,casa grande soccer club 2012 red,4,1,2025-07-06,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,fountain hills soccer club 2012 black,3,2,2025-03-04,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,goodyear soccer club 2012 gold,0,1,2025-06-16,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,queen creek soccer club 2012 black,0,5,2025-09-14,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,tempe soccer club 2012 blue,0,0,2025-07-08,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,az soccer club 2012 red,3,2,2025-04-12,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,az arsenal soccer club 2012 red,5,2,2024-11-30,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,apache junction soccer club 2012 gold,1,5,2025-04-12,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,desert 2012 gold,1,1,2024-12-19,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,paradise valley soccer club 2012 blue,3,2,2025-01-27,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,rsl-az north 2012 red,4,4,2024-10-28,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,phoenix rising 2012 blue,0,3,2024-12-26,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,mesa soccer club 2012 black,1,3,2024-11-16,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,tempe soccer club 2012 blue,0,0,2025-03-24,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,phoenix rising 2012 black,2,0,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,fountain hills soccer club 2012 black,4,0,2025-01-23,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,tempe soccer club 2012 blue,3,4,2025-04-26,League Play,https://rankings.gotsport.com/teams/u14_85
desert 2012 blue,valley united 2012 black,4,5,2025-04-18,League Play,https://rankings.gotsport.com/teams/u14_85
az soccer club 2012 gold,desert 2012 blue,2,5,2025-01-04,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,casa grande soccer club 2012 red,3,5,2025-01-25,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,queen creek soccer club 2012 black,4,4,2024-12-23,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,az arsenal soccer club 2012 white,5,5,2025-09-26,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,desert 2012 blue,0,0,2025-03-10,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,chandler soccer club 2012 gold,1,3,2025-02-24,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,chandler soccer club 2012 gold,0,1,2025-06-04,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,fountain hills soccer club 2012 blue,3,5,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,mesa soccer club 2012 gold,2,5,2025-02-08,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,tempe soccer club 2012 white,3,0,2024-11-22,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,az soccer club 2012 blue,2,2,2025-09-09,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,scottsdale soccer club 2012 black,4,3,2025-03-27,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,goodyear soccer club 2012 blue,1,5,2025-09-19,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,casa grande soccer club 2012 red,4,2,2025-03-01,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,buckeye soccer club 2012 blue,3,0,2025-01-04,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,casa grande soccer club 2012 blue,1,2,2025-04-18,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,mesa soccer club 2012 black,0,3,2025-02-13,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,buckeye soccer club 2012 blue,4,5,2025-01-10,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,goodyear soccer club 2012 blue,1,2,2024-12-17,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,peoria soccer club 2012 white,5,1,2025-06-14,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,paradise valley soccer club 2012 black,1,0,2025-04-14,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,avondale soccer club 2012 black,2,3,2025-08-11,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,casa grande soccer club 2012 gold,4,3,2025-04-01,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,rsl-az yuma 2012 gold,4,5,2025-08-20,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,tempe soccer club 2012 blue,5,4,2025-09-27,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,elite arizona 2012 gold,1,2,2025-03-21,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,queen creek soccer club 2012 white,4,3,2025-03-28,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,chandler soccer club 2012 gold,3,1,2025-06-19,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,peoria soccer club 2012 gold,0,2,2024-12-31,League Play,https://rankings.gotsport.com/teams/u14_86
az soccer club 2012 gold,queen creek soccer club 2012 black,5,2,2025-07-27,League Play,https://rankings.gotsport.com/teams/u14_86
tucson youth soccer 2012 red,avondale soccer club 2012 black,5,5,2025-07-19,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,glendale soccer club 2012 red,0,1,2024-11-03,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,valley united 2012 red,5,0,2024-11-20,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,queen creek soccer club 2012 white,4,4,2025-06-10,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,tempe soccer club 2012 white,0,2,2025-09-17,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,cave creek soccer club 2012 gold,3,3,2024-12-25,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,mesa soccer club 2012 gold,1,3,2025-09-05,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,apache junction soccer club 2012 blue,3,0,2024-10-18,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,apache junction soccer club 2012 gold,2,2,2025-02-25,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,valley united 2012 black,2,4,2025-02-20,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,phoenix premier 2012 red,1,5,2025-09-27,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,peoria soccer club 2012 white,4,0,2025-01-20,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,tempe soccer club 2012 white,4,2,2025-01-26,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,chandler soccer club 2012 gold,4,2,2024-12-28,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,az soccer club 2012 red,1,0,2025-02-26,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,elite arizona 2012 gold,5,3,2024-11-05,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,tempe soccer club 2012 white,1,3,2025-06-01,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,fountain hills soccer club 2012 black,1,4,2024-11-01,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,queen creek soccer club 2012 gold,2,1,2024-10-26,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,rsl-az west valley 2012 red,4,5,2025-04-02,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,rsl-az west valley 2012 red,2,1,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,casa grande soccer club 2012 blue,4,0,2025-05-05,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,queen creek soccer club 2012 gold,3,1,2025-07-16,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,phoenix premier 2012 red,3,5,2025-09-02,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,scottsdale soccer club 2012 black,3,4,2025-02-21,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,glendale soccer club 2012 blue,1,5,2024-10-23,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,az arsenal soccer club 2012 white,4,3,2025-06-07,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,tempe soccer club 2012 white,0,2,2025-10-02,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,queen creek soccer club 2012 white,0,2,2025-02-19,League Play,https://rankings.gotsport.com/teams/u14_87
tucson youth soccer 2012 red,surprise soccer club 2012 gold,1,4,2024-10-17,League Play,https://rankings.gotsport.com/teams/u14_87
rsl-az west valley 2012 gold,rsl-az north 2012 red,1,4,2024-12-04,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,desert 2012 gold,2,4,2025-04-05,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,desert 2012 blue,2,0,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,fountain hills soccer club 2012 black,1,2,2025-06-20,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,az arsenal soccer club 2012 blue,0,2,2025-07-20,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,az arsenal soccer club 2012 blue,0,0,2025-05-03,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,apache junction soccer club 2012 blue,4,0,2025-04-03,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,elite arizona 2012 gold,4,4,2025-01-27,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,maricopa soccer club 2012 red,5,2,2024-11-06,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,maricopa soccer club 2012 red,5,1,2025-07-31,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,rsl-az north 2012 white,0,5,2025-08-15,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,valley united 2012 red,3,3,2025-06-08,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,queen creek soccer club 2012 black,2,1,2025-06-22,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,goodyear soccer club 2012 gold,3,2,2025-05-20,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,tucson youth soccer 2012 red,5,3,2025-08-08,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,rsl-az yuma 2012 red,3,3,2024-10-21,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,buckeye soccer club 2012 blue,0,0,2025-09-25,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,desert 2012 blue,5,3,2025-09-04,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,tempe soccer club 2012 white,5,3,2024-11-17,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,chandler soccer club 2012 white,5,4,2025-06-15,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,avondale soccer club 2012 black,0,3,2025-03-15,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,desert 2012 blue,5,5,2025-03-14,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,queen creek soccer club 2012 white,3,3,2025-02-05,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,cave creek soccer club 2012 black,5,1,2025-07-23,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,casa grande soccer club 2012 gold,2,0,2025-03-04,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,desert 2012 black,1,0,2025-04-19,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,fountain hills soccer club 2012 black,3,0,2025-03-30,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,rsl-az north 2012 white,3,1,2024-12-06,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,phoenix premier 2012 gold,5,3,2025-07-10,League Play,https://rankings.gotsport.com/teams/u14_88
rsl-az west valley 2012 gold,rsl-az north 2012 red,4,1,2025-09-05,League Play,https://rankings.gotsport.com/teams/u14_88
buckeye soccer club 2012 blue,rsl-az west valley 2012 red,5,0,2025-03-31,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,chandler soccer club 2012 white,1,0,2025-07-27,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,rsl-az north 2012 blue,0,1,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,peoria soccer club 2012 gold,5,2,2025-02-05,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,paradise valley soccer club 2012 black,3,0,2025-07-08,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,az soccer club 2012 gold,2,4,2025-07-26,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,avondale soccer club 2012 black,5,0,2025-06-09,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,tucson youth soccer 2012 red,1,1,2025-02-27,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,maricopa soccer club 2012 gold,1,1,2025-03-20,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,phoenix rising 2012 blue,5,3,2024-12-24,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,maricopa soccer club 2012 gold,3,3,2025-08-01,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,casa grande soccer club 2012 red,2,1,2025-07-15,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,glendale soccer club 2012 red,3,1,2025-02-02,League Play,https://rankings.gotsport.com/teams/u14_89
buckeye soccer club 2012 blue,rsl-az north 2012 red,5,4,2025-02-15,League Play,https://rankings.gotsport.com/teams/u14_89
