date_utc,season,competition,venue,home_team_raw,away_team_raw,home_score,away_score,status,source_url,fetched_at,division,home_team_match,home_team_match_score,home_team_match_method,away_team_match,away_team_match_score,away_team_match_method
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 135,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_135,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 135,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 135,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_135,2025-10-10T19:32:41,az_boys_u11,U11 Team 135,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 135,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_135,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 135,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 136,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 136,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 136,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 136,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 136,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 136,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 136,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 136,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 136,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 136,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,U11 Team 136,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 136,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_136,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 136,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 137,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 137,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 137,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 137,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 137,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 137,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 137,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 137,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 137,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 137,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,U11 Team 137,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 137,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_137,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 137,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 138,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 138,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 138,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 138,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 138,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 138,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 138,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 138,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 138,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 138,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,U11 Team 138,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 138,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_138,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 138,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 139,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 139,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 139,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 139,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 139,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 139,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 139,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-27,2025,AZ_BOYS_U11 League,Away,Opponent 15,U11 Team 139,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-06-20,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 16,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-06-13,2025,AZ_BOYS_U11 League,Away,Opponent 17,U11 Team 139,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-06-06,2025,AZ_BOYS_U11 League,Home,U11 Team 139,Opponent 18,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,U11 Team 139,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-05-30,2025,AZ_BOYS_U11 League,Away,Opponent 19,U11 Team 139,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_139,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 139,100.0,EXACT
2025-10-10,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 0,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,28.57142857142857,UNRESOLVED
2025-10-03,2025,AZ_BOYS_U11 League,Away,Opponent 1,U11 Team 140,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-09-26,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 2,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-19,2025,AZ_BOYS_U11 League,Away,Opponent 3,U11 Team 140,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-09-12,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 4,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-09-05,2025,AZ_BOYS_U11 League,Away,Opponent 5,U11 Team 140,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-08-29,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 6,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-22,2025,AZ_BOYS_U11 League,Away,Opponent 7,U11 Team 140,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-08-15,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 8,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,30.000000000000004,UNRESOLVED
2025-08-08,2025,AZ_BOYS_U11 League,Away,Opponent 9,U11 Team 140,2,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,30.000000000000004,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-08-01,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 10,3,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-25,2025,AZ_BOYS_U11 League,Away,Opponent 11,U11 Team 140,4,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-07-18,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 12,2,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,36.36363636363637,UNRESOLVED
2025-07-11,2025,AZ_BOYS_U11 League,Away,Opponent 13,U11 Team 140,3,2,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,,36.36363636363637,UNRESOLVED,U11 Team 140,100.0,EXACT
2025-07-04,2025,AZ_BOYS_U11 League,Home,U11 Team 140,Opponent 14,4,1,COMPLETED,https://rankings.gotsport.com/teamprofile.aspx?teamid=u11_140,2025-10-10T19:32:41,az_boys_u11,U11 Team 140,100.0,EXACT,,36.36363636363637,UNRESOLVED
