Team,Goals For,Opponent,Goals Against,Date
Amore 2014 Boys,2,Tuzos Royals 14 Pre-Academy,2,2025-02-23
Amore 2014 Boys,1,Southeast 2014 Boys Green,9,2025-02-23
Amore 2014 Boys,1,Southeast 2014 Boys Green,9,2025-02-23
Amore 2014 Boys,5,PRFC Scottsdale 14B Copa,4,2025-02-22
Amore 2014 Boys,3,2014 Rush Boys,3,2025-01-25
Amore 2014 Boys,3,2014 Boys Blue,3,2025-01-12
Amore 2014 Boys,6,14 Boys Navy,0,2025-01-12
Amore 2014 Boys,6,CCV Stars 14 Boys South Orange,0,2025-01-12
Amore 2014 Boys,3,VSC 2014 Boys Green,0,2025-01-11
Amore 2014 Boys,4,AZ Arsenal 14 Boys Teal CB,0,2025-01-11
Amore 2014 Boys,3,PSG 14B Blue,4,2024-12-14
Amore 2014 Boys,4,CCV Stars 14 Boys South Orange,0,2024-12-08
Amore 2014 Boys,4,14 Boys Navy,0,2024-12-08
Amore 2014 Boys,4,2014 Boys Blue,4,2024-12-07
Amore 2014 Boys,2,PRFC West Valley 14B Predator,9,2024-12-07
Amore 2014 Boys,0,NOS Santos 14 Boys White,2,2024-11-16
Amore 2014 Boys,3,La Academia 14B,0,2024-11-16
Amore 2014 Boys,8,East Valley NSFC 14 Boys Tiggs,1,2024-11-14
Amore 2014 Boys,2,Playmaker Futbol Academy 14B Gold,4,2024-11-10
Amore 2014 Boys,0,FC Arizona 14B Black GFC Suenaga U12,5,2024-11-10
Amore 2014 Boys,2,14 Cityzens,6,2024-11-09
Amore 2014 Boys,3,Madison FC 14 Blue Boys,7,2024-11-09
Amore 2014 Boys,3,PRFC West Valley 14B Pre-Academy,4,2024-10-27
Amore 2014 Boys,3,Phoenix Premier FC 14B Black,7,2024-10-26
Amore 2014 Boys,3,Phoenix Premier FC 14B X-Factor,7,2024-10-26
Amore 2014 Boys,2,PRFC Desert Foothills 14B Predator,4,2024-10-26
Amore 2014 Boys,4,Tuzos Titanes 2014,2,2024-10-13
Amore 2014 Boys,5,VSC 2014 Boys Green,10,2024-10-12
Amore 2014 Boys,2,AZ Arsenal 14 Boys Teal CB,4,2024-10-12
Amore 2014 Boys,2,Madison FC 14 Blue Boys,3,2024-09-08
Amore 2014 Boys,4,CCV Stars 14 Boys West Orange,3,2024-09-08
Amore 2014 Boys,7,FSC United 14 Boys,4,2024-09-07
Amore 2014 Boys,3,CCV Stars 14 Boys North Navy,1,2024-09-07
Amore 2014 Boys,5,AZ Arsenal 14 Boys Teal MC,1,2024-09-01
Amore 2014 Boys,0,Southeast 2014 Boys Green,3,2024-08-31
Amore 2014 Boys,0,Southeast 2014 Boys Green,3,2024-08-31
Amore 2014 Boys,1,PRFC Desert Foothills 14B Predator,5,2024-08-30
Bala FC - 2014B,3,14B Midhaan,3,2025-09-14
Bala FC - 2014B,4,14B Laroussi,0,2025-09-13
Bala FC - 2014B,0,AZSC 2014B Pre-NL Premier 2,6,2025-09-13
Brazas 2014 Boys Black Marcos,2,14B GSA,2,2025-04-27
Brazas 2014 Boys Black Marcos,3,14B Antunez Pre-MLS Next,2,2025-04-26
Brazas 2014 Boys Black Marcos,2,2014B West,3,2025-04-19
Brazas 2014 Boys Black Marcos,2,2014B West,3,2025-04-19
Brazas 2014 Boys Black Marcos,2,AZSC 14B Perez,2,2025-04-13
Brazas 2014 Boys Black Marcos,10,CCV Stars 14 Boys South Orange,1,2025-04-05
Brazas 2014 Boys Black Marcos,10,14 Boys Navy,1,2025-04-05
Brazas 2014 Boys Black Marcos,3,PRFC Southeast Valley 14B Predator-Central,0,2025-04-04
Brazas 2014 Boys Black Marcos,1,AZSC 14B Perez,4,2025-03-01
Brazas 2014 Boys Black Marcos,2,PRFC Desert Foothills 14B Pre-Academy,0,2025-02-15
Brazas 2014 Boys Black Marcos,0,Tuzos Royals 2014,5,2025-02-15
Brazas 2014 Boys Black Marcos,4,NOS Santos 14 Boys Blue,1,2025-02-11
Brazas 2014 Boys Black Marcos,2,U-12 (2014) Boys Yuma Pre Academy,3,2025-01-26
Brazas 2014 Boys Black Marcos,0,AZ Arsenal Pre-ECNL B14,3,2025-01-25
Brazas 2014 Boys Black Marcos,1,Southeast 2014 Boys Red,1,2025-01-25
Brazas 2014 Boys Black Marcos,1,Southeast 2014 Boys Red,1,2025-01-25
Brazas 2014 Boys Black Marcos,5,Dynamos SC 14B Gold,3,2024-12-14
Brazas 2014 Boys Black Marcos,1,AZ Arsenal 14 Boys Teal SC,0,2024-11-23
Brazas 2014 Boys Black Marcos,2,NOS Santos 14 Boys Blue,1,2024-11-16
Brazas 2014 Boys Black Marcos,4,Phoenix Premier FC 14B Black,1,2024-11-16
Brazas 2014 Boys Black Marcos,5,East Valley NSFC 14 Boys Aguirre,0,2024-11-14
Brazas 2014 Boys Black Marcos,1,AZ Arsenal Pre-ECNL B14,6,2024-10-13
Brazas 2014 Boys Black Marcos,4,Northwest 2014 Boys,3,2024-10-12
Brazas 2014 Boys Black Marcos,4,Northwest 2014 Boys,3,2024-10-12
Brazas 2014 Boys Black Marcos,1,PRFC North Valley 14B PreAcademy,3,2024-10-11
Brazas 2014 Boys Black Marcos,5,Tuzos Royals 2014,2,2024-10-05
Brazas 2014 Boys Black Marcos,3,PRFC Desert Foothills 14B Pre-Academy,3,2024-09-28
Brazas 2014 Boys Black Marcos,3,AZSC 14B Perez,1,2024-09-21
Brazas 2014 Boys Black Marcos,0,14B Velasco,4,2024-09-15
Brazas 2014 Boys Black Marcos,0,14B JDeutsch Pre-MLS Next,4,2024-09-15
Brazas 2014 Boys Black Marcos,1,CCV Stars 14 Boys South Pre-ECNL,1,2024-09-14
CAC 14/15B (Conroy),1,Milan,2,2025-09-28
CAC 14/15B (Conroy),3,Deportivo Mexico 14B,3,2025-09-28
CAC 14/15B (Conroy),3,14B Felix Nogales,3,2025-09-27
CAC 14/15B (Conroy),2,SFC XOLOS ARIZONA 2014,6,2025-09-27
CAC 14/15B (Conroy),3,Eagles F.C.,2,2025-09-20
CAC 14/15B (Conroy),0,PRFC West Valley 14B Pre-Academy,6,2025-09-20
CAC 14/15B (Conroy),1,Amore 2014 Boys,3,2025-08-31
CAC 14/15B (Conroy),0,AZ Arsenal 14 Boys Teal CB,8,2025-08-30
CAC 14/15B (Conroy),0,PRFC Southeast Valley 14B Predator,4,2025-08-30
CAC 14/15B (Conroy),9,AZ Arsenal 14 Boys Teal CB,6,2025-07-20
CAC 14/15B (Conroy),4,PRFC Southeast Valley 14B Predator,5,2025-07-19
CAC 14/15B (Conroy),4,AZ Arsenal 14 Boys Teal CB,5,2025-07-19
CAC 14/15B (Conroy),3,Milan,2,2025-04-06
CAC 14/15B (Conroy),2,VSC 2014 Boys White,1,2025-03-08
CAC 14/15B (Conroy),2,14B Felix Nogales,4,2025-02-16
CAC 14/15B (Conroy),2,CDO 14B Elite,5,2025-02-15
CAC 14/15B (Conroy),2,Milan,3,2025-02-08
CAC 14/15B (Conroy),2,CDO 14B Elite,3,2025-01-19
CAC 14/15B (Conroy),4,14B Geoff,3,2025-01-18
CAC 14/15B (Conroy),2,14B Hinds,5,2025-01-18
CAC 14/15B (Conroy),0,CDO 14B Elite,9,2024-11-16
CAC 14/15B (Conroy),0,Madison FC 14 Gold Boys,11,2024-11-10
CAC 14/15B (Conroy),0,Madison FC 14 Gold Boys,11,2024-11-10
CAC 14/15B (Conroy),0,PRFC West Valley 14B Pre-Academy,6,2024-11-09
CAC 14/15B (Conroy),1,CCV Stars 14 Boys North Orange,3,2024-11-09
CAC 14/15B (Conroy),1,14 Boys Navy,3,2024-11-09
CAC 14/15B (Conroy),3,14B Geoff,5,2024-11-02
CAC 14/15B (Conroy),3,14B Geoff,1,2024-10-20
CAC 14/15B (Conroy),3,14B Blue #1,0,2024-10-19
CAC 14/15B (Conroy),0,Eagles F.C.,2,2024-10-19
CAC 14/15B (Conroy),3,CDO 14B Elite,5,2024-10-12
CAC 14/15B (Conroy),0,CDO 14B Elite,2,2024-10-06
CAC 14/15B (Conroy),2,America 14b,1,2024-10-05
CAC 14/15B (Conroy),1,Milan,1,2024-10-05
CAC 14/15B (Conroy),0,AZ Arsenal 14 Boys Teal SC,5,2024-09-22
CAC 14/15B (Conroy),0,AZ Arsenal 14 Boys Teal SC,5,2024-09-22
CAC 14/15B (Conroy),0,14B NL #2,3,2024-09-21
CAC 14/15B (Conroy),1,Hustle Hard 2014- Boys,0,2024-09-15
CAC 14/15B (Conroy),1,14B Hermanson AL,6,2024-09-14
CAC 14/15B (Conroy),1,CCV Stars 14 Boys South Orange,0,2024-09-14
CAC 14/15B (Conroy),1,14 Boys Navy,0,2024-09-14
CCV Stars 14 Boys East Pre-ECNL,0,14B Hermanson AL,4,2025-09-14
CCV Stars 14 Boys East Pre-ECNL,0,State 48 FC Avondale 14 Black,6,2025-09-13
CCV Stars 14 Boys East Pre-ECNL,1,14B Rueda,3,2025-09-13
CCV Stars 14 Boys East Pre-ECNL,6,NOS Santos 14 Boys White,4,2025-03-21
CCV Stars 14 Boys East Pre-ECNL,11,14 Boys Navy,3,2025-03-01
CCV Stars 14 Boys East Pre-ECNL,2,Northwest 2014 Boys,5,2025-02-22
CCV Stars 14 Boys East Pre-ECNL,8,ASA 014B Magic,1,2025-02-15
CCV Stars 14 Boys East Pre-ECNL,0,PRFC Southeast Valley 14B Pre-Academy,0,2025-01-11
CCV Stars 14 Boys East Pre-ECNL,2,Scottsdale 14 Sandsharks Black,3,2024-12-08
CCV Stars 14 Boys East Pre-ECNL,5,Hustle Hard 2014- Boys,0,2024-12-07
CCV Stars 14 Boys East Pre-ECNL,1,Real Arizona 2014,6,2024-11-02
CCV Stars 14 Boys East Pre-ECNL,8,ASA 014B Magic,0,2024-10-19
CCV Stars 14 Boys East Pre-ECNL,2,PRFC West Valley 14B Pre-Academy,2,2024-10-12
CCV Stars 14 Boys East Pre-ECNL,1,2014 Tuzos Academy FV,7,2024-09-21
CCV Stars 14 Boys East Pre-ECNL,0,RSL-AZ Yuma 14 Boys Quinonez,6,2024-09-14
CCV Stars 14 Boys East Pre-ECNL,3,Phoenix Premier FC 14B White,3,2024-09-13
CCV Stars 14 Boys North Navy,3,NOS Santos 14 Boys White,3,2025-10-04
CCV Stars 14 Boys North Navy,0,Monsters 2014,10,2025-09-20
CCV Stars 14 Boys North Navy,2,PRFC North Valley 14B Predator,5,2025-09-07
CCV Stars 14 Boys North Navy,1,Kingman SC B14 McGill,3,2025-09-07
CCV Stars 14 Boys North Navy,4,FSC United 14 Boys,0,2025-09-06
CCV Stars 14 Boys North Navy,5,PRFC Scottsdale 14B Copa,1,2025-04-26
CCV Stars 14 Boys North Navy,2,Phoenix Premier FC 14B Black,4,2025-04-12
CCV Stars 14 Boys North Navy,0,AZ Arsenal 14 Boys Teal SC,2,2025-03-15
CCV Stars 14 Boys North Navy,1,AZ Inferno 14 Boys Black,7,2025-03-15
CCV Stars 14 Boys North Navy,3,PRFC Scottsdale 14B Predator,4,2025-02-22
CCV Stars 14 Boys North Navy,2,2014 Rush Boys,1,2025-02-18
CCV Stars 14 Boys North Navy,7,PRFC Desert Foothills 14B Predator,1,2025-02-08
CCV Stars 14 Boys North Navy,5,Kingman SC B14 McGill,2,2025-01-11
CCV Stars 14 Boys North Navy,0,Phoenix Premier FC 14B SW Black,5,2024-12-08
CCV Stars 14 Boys North Navy,2,NOS Santos 14 Boys White,0,2024-12-07
CCV Stars 14 Boys North Navy,2,14 Boys Navy,0,2024-12-06
CCV Stars 14 Boys North Navy,0,PSG 14B Blue,6,2024-11-17
CCV Stars 14 Boys North Navy,5,Hustle Hard 2014- Boys,0,2024-11-08
CCV Stars 14 Boys North Navy,2,2014 Rush Boys,4,2024-10-13
CCV Stars 14 Boys North Navy,2,Legends FC AZ 14B Black,6,2024-10-12
CCV Stars 14 Boys North Navy,3,FSC United 14 Boys,2,2024-09-21
CCV Stars 14 Boys North Navy,6,PRFC West Valley 14B Predator,0,2024-09-14
CCV Stars 14 Boys North Navy,1,Amore 2014 Boys,3,2024-09-07
CCV Stars 14 Boys North Navy,2,FSC United 14 Boys,3,2024-09-07
CCV Stars 14 Boys North Orange,0,Scottsdale 14 Sandsharks Select,3,2025-10-04
CCV Stars 14 Boys North Orange,1,FC ARIZONA PRE ECNL RL B14,5,2025-09-28
CCV Stars 14 Boys North Orange,3,Playmaker Futbol Academy 14B Black,1,2025-09-27
CCV Stars 14 Boys North Orange,0,PSG 14B Blue,0,2025-09-26
CCV Stars 14 Boys North Orange,5,PRFC North Valley 14B Predator,1,2025-09-20
CCV Stars 14 Boys North Orange,0,Madison FC 14 Gold Boys,4,2025-04-26
CCV Stars 14 Boys North Orange,0,PRFC Scottsdale 14B Pre-Academy,4,2025-04-12
CCV Stars 14 Boys North Orange,0,2014 Boys Yellow,0,2025-03-16
CCV Stars 14 Boys North Orange,2,14B Engilman,4,2025-03-15
CCV Stars 14 Boys North Orange,3,Tuzos Academy Mesa 2014,2,2025-03-15
CCV Stars 14 Boys North Orange,0,PRFC Scottsdale 14B Pre-Academy,7,2025-03-01
CCV Stars 14 Boys North Orange,2,West Valley 2014 Boys Martinez Pre-Elite64,0,2025-03-01
CCV Stars 14 Boys North Orange,2,PRFC Scottsdale 14B Pre-Academy,4,2025-02-21
CCV Stars 14 Boys North Orange,3,2014 Boys Yellow,2,2025-02-15
CCV Stars 14 Boys North Orange,2,Legends FC AZ 14B Black,1,2025-02-01
CCV Stars 14 Boys North Orange,0,Scottsdale 14 Sandsharks Select,1,2025-01-25
CCV Stars 14 Boys North Orange,0,AZEV B2014 (NAVY),4,2025-01-12
CCV Stars 14 Boys North Orange,1,West Valley 2014 Boys Martinez Pre-Elite64,4,2025-01-11
CCV Stars 14 Boys North Orange,5,PRFC North Valley 14B Predator,1,2025-01-10
CCV Stars 14 Boys North Orange,0,Tuzos Halcones 2014,1,2024-12-08
CCV Stars 14 Boys North Orange,3,2014 Boys Yellow,2,2024-12-08
CCV Stars 14 Boys North Orange,5,FC Deportivo AZ 2014B (Gallegos),5,2024-12-07
CCV Stars 14 Boys North Orange,8,NOS Santos 14 Boys Blue,0,2024-12-07
CCV Stars 14 Boys North Orange,2,PRFC Scottsdale 14B Pre-Academy,3,2024-11-16
CCV Stars 14 Boys North Orange,2,PRFC Southeast Valley 14B Predator-Central,1,2024-11-10
CCV Stars 14 Boys North Orange,3,CAC 14/15B (Conroy),1,2024-11-09
CCV Stars 14 Boys North Orange,2,Madison FC 14 Gold Boys,4,2024-11-09
CCV Stars 14 Boys North Orange,0,Madison FC 14 Gold Boys,4,2024-10-19
CCV Stars 14 Boys North Orange,3,AZ Arsenal 14 Boys Teal SC,1,2024-10-13
CCV Stars 14 Boys North Orange,5,VSC 2014 Boys Green,3,2024-10-13
CCV Stars 14 Boys North Orange,4,PRFC Southeast Valley 14B Predator-Central,0,2024-10-05
CCV Stars 14 Boys North Orange,1,East Valley NSFC 14 Boys Aguirre,4,2024-09-21
CCV Stars 14 Boys North Orange,2,2014 Boys Yellow,1,2024-09-14
CCV Stars 14 Boys North Orange,0,Madison FC 14 Gold Boys,0,2024-09-07
CCV Stars 14 Boys North Orange,4,PRFC Southeast Valley 14B Predator,5,2024-09-07
CCV Stars 14 Boys North Pre-ECNL,1,PRFC North Valley 14B PreAcademy,1,2025-10-04
CCV Stars 14 Boys North Pre-ECNL,3,14B Antunez Pre-MLS Next,0,2025-10-03
CCV Stars 14 Boys North Pre-ECNL,0,Southeast 2014 Boys Red,2,2025-09-21
CCV Stars 14 Boys North Pre-ECNL,4,14B Negrete Pre MLS Next,0,2025-09-20
CCV Stars 14 Boys North Pre-ECNL,0,Excel Soccer Academy 14B Red,3,2025-04-26
CCV Stars 14 Boys North Pre-ECNL,1,Legends FC AZ 14B Black,5,2025-04-11
CCV Stars 14 Boys North Pre-ECNL,0,14B GSA,3,2025-02-08
CCV Stars 14 Boys North Pre-ECNL,0,Southeast 2014 Boys Red,3,2025-01-11
CCV Stars 14 Boys North Pre-ECNL,5,Legends FC AZ 14B Black,0,2025-01-10
CCV Stars 14 Boys North Pre-ECNL,3,2014B West,1,2024-12-15
CCV Stars 14 Boys North Pre-ECNL,1,Tuzos Royals 2014,1,2024-12-14
CCV Stars 14 Boys North Pre-ECNL,3,Sun Warriors 15/16 Boys,1,2024-11-10
CCV Stars 14 Boys North Pre-ECNL,4,AZEV B2014 (NAVY),5,2024-09-02
CCV Stars 14 Boys North Pre-ECNL,4,Legends FC AZ 14B Black,5,2024-04-20
CCV Stars 14 Boys South Orange,2,Select 14B,3,2025-10-04
CCV Stars 14 Boys South Orange,3,2014 Rush Boys,6,2025-09-20
CCV Stars 14 Boys South Orange,4,Madison FC 14 White Boys,4,2025-09-13
CCV Stars 14 Boys South Orange,7,AZSC 2014/2015B Navy,0,2025-09-13
CCV Stars 14 Boys South Orange,2,Playmaker Futbol Academy 14B Gold,2,2025-09-12
CCV Stars 14 Boys South Orange,1,Synergy FC 14 B,0,2025-04-27
CCV Stars 14 Boys South Orange,1,Milan,2,2025-04-26
CCV Stars 14 Boys South Orange,1,PRFC Southeast Valley 14B Predator-Central,6,2025-04-05
CCV Stars 14 Boys South Orange,1,Brazas 2014 Boys Black Marcos,10,2025-04-05
CCV Stars 14 Boys South Orange,1,14 Boys Navy,5,2025-03-23
CCV Stars 14 Boys South Orange,1,State 48 FC Avondale 14 White,3,2025-03-22
CCV Stars 14 Boys South Orange,1,2014 Boys Blue,4,2025-03-21
CCV Stars 14 Boys South Orange,5,ASA 014B Magic,0,2025-02-01
CCV Stars 14 Boys South Orange,1,Select 14B Red,1,2025-01-18
CCV Stars 14 Boys South Orange,0,Amore 2014 Boys,6,2025-01-12
CCV Stars 14 Boys South Orange,2,2014 Boys Blue,3,2025-01-11
CCV Stars 14 Boys South Orange,0,Amore 2014 Boys,4,2024-12-08
CCV Stars 14 Boys South Orange,3,2014 Boys Blue,4,2024-12-07
CCV Stars 14 Boys South Orange,2,PRFC West Valley 14B Predator,4,2024-12-06
CCV Stars 14 Boys South Orange,2,PSG 14B Blue,8,2024-11-24
CCV Stars 14 Boys South Orange,0,Phoenix United 2014 Premier,2,2024-11-23
CCV Stars 14 Boys South Orange,1,West Valley 2014 Boys Martinez Pre-Elite64,7,2024-11-23
CCV Stars 14 Boys South Orange,2,Select 14B Red,2,2024-11-09
CCV Stars 14 Boys South Orange,2,Phoenix Valley Soccer Club boys 2014,8,2024-11-02
CCV Stars 14 Boys South Orange,1,PRFC Scottsdale 14B Predator,5,2024-10-26
CCV Stars 14 Boys South Orange,2,Select 14B,5,2024-10-19
CCV Stars 14 Boys South Orange,3,AZ Inferno 14 Boys Black,3,2024-09-28
CCV Stars 14 Boys South Orange,0,CAC 14/15B (Conroy),1,2024-09-14
CCV Stars 14 Boys South Orange,4,Hustle Hard 2014- Boys,1,2024-09-13
CCV Stars 14 Boys South Pre-ECNL,3,PRFC Desert Foothills 14B Pre-Academy,2,2025-10-05
CCV Stars 14 Boys South Pre-ECNL,6,Southeast 2014 Boys Green,2,2025-10-03
CCV Stars 14 Boys South Pre-ECNL,0,Madison FC 14 Gold Boys,3,2025-09-28
CCV Stars 14 Boys South Pre-ECNL,2,Playmaker Futbol Academy PRE-ECNL B14,1,2025-09-13
CCV Stars 14 Boys South Pre-ECNL,2,Southeast 2014 Boys Red,4,2025-09-12
CCV Stars 14 Boys South Pre-ECNL,0,PRFC Scottsdale 14B Pre-Academy,3,2025-04-27
CCV Stars 14 Boys South Pre-ECNL,4,Madison FC 14 Blue Boys,3,2025-04-26
CCV Stars 14 Boys South Pre-ECNL,6,PRFC West Valley 14B Pre-Academy,1,2025-04-13
CCV Stars 14 Boys South Pre-ECNL,4,2014 Boys Yellow,1,2025-04-12
CCV Stars 14 Boys South Pre-ECNL,0,Legends FC AZ 14B Black,2,2025-03-30
CCV Stars 14 Boys South Pre-ECNL,1,Northwest 2014 Boys,1,2025-03-29
CCV Stars 14 Boys South Pre-ECNL,0,AZEV B2014 (NAVY),1,2025-03-09
CCV Stars 14 Boys South Pre-ECNL,6,PRFC Southeast Valley 14B Predator-Central,1,2025-02-23
CCV Stars 14 Boys South Pre-ECNL,1,Excel Soccer Academy 14B Red,5,2025-02-02
CCV Stars 14 Boys South Pre-ECNL,0,AZ Arsenal Pre-ECNL B14,2,2025-02-01
CCV Stars 14 Boys South Pre-ECNL,3,AZ Arsenal 14 Boys Teal SC,2,2025-01-11
CCV Stars 14 Boys South Pre-ECNL,0,Southeast 2014 Boys Blue,0,2025-01-11
CCV Stars 14 Boys South Pre-ECNL,1,14B Velasco,5,2024-12-08
CCV Stars 14 Boys South Pre-ECNL,6,PRFC Southeast Valley 14B Predator,1,2024-11-24
CCV Stars 14 Boys South Pre-ECNL,1,AZEV B2014 (NAVY),8,2024-11-23
CCV Stars 14 Boys South Pre-ECNL,3,PRFC North Valley 14B Predator,0,2024-11-23
CCV Stars 14 Boys South Pre-ECNL,1,Legends FC AZ 14B Black,2,2024-11-09
CCV Stars 14 Boys South Pre-ECNL,3,PRFC North Valley 14B PreAcademy,4,2024-09-29
CCV Stars 14 Boys South Pre-ECNL,0,Playmaker Futbol Academy 14B Black,3,2024-09-22
CCV Stars 14 Boys South Pre-ECNL,1,Brazas 2014 Boys Black Marcos,1,2024-09-14
CCV Stars 14 Boys West Orange,0,FC Deportivo AZ 2014B (Gallegos),4,2025-09-20
CCV Stars 14 Boys West Orange,2,PRFC Scottsdale 14B Predator,2,2025-09-07
CCV Stars 14 Boys West Orange,2,Amore 2014 Boys,2,2025-09-07
CCV Stars 14 Boys West Orange,1,Tuzos Titanes 2014,1,2025-09-06
CCV Stars 14 Boys West Orange,3,FC Deportivo AZ 2014B (Gallegos),8,2025-04-06
CCV Stars 14 Boys West Orange,2,AZ Arsenal 14 Boys Teal SC,0,2025-03-01
CCV Stars 14 Boys West Orange,0,Madison FC 14 Blue Boys,1,2025-03-01
CCV Stars 14 Boys West Orange,2,State 48 FC Avondale 14 White,1,2025-02-22
CCV Stars 14 Boys West Orange,2,14 Cityzens,1,2025-02-15
CCV Stars 14 Boys West Orange,3,Phoenix Premier FC 14B White,2,2025-02-09
CCV Stars 14 Boys West Orange,2,FSC United 14 Boys,3,2025-02-08
CCV Stars 14 Boys West Orange,1,14 Cityzens,3,2025-02-07
CCV Stars 14 Boys West Orange,2,PRFC Southeast Valley 14B Predator,5,2025-02-01
CCV Stars 14 Boys West Orange,2,Kingman SC B14 McGill,0,2025-01-12
CCV Stars 14 Boys West Orange,2,Select 14B,2,2025-01-11
CCV Stars 14 Boys West Orange,1,State 48 FC Avondale 14 White,3,2025-01-10
CCV Stars 14 Boys West Orange,0,Scottsdale 14 Sandsharks Select,6,2024-11-02
CCV Stars 14 Boys West Orange,1,State 48 FC Avondale 14 White,3,2024-09-21
CCV Stars 14 Boys West Orange,3,Amore 2014 Boys,4,2024-09-08
CCV Stars 14 Boys West Orange,2,Madison FC 14 Blue Boys,5,2024-09-07
CCV Stars 14 Boys West Pre-ECNL,6,Phoenix Premier FC 14B Pre MLS Next AD,0,2025-09-13
CCV Stars 14 Boys West Pre-ECNL,1,AZ Arsenal 14 Boys Teal SC,1,2025-08-31
CCV Stars 14 Boys West Pre-ECNL,6,Amore 2014 Boys,0,2025-08-30
CCV Stars 14 Boys West Pre-ECNL,2,Phoenix Premier FC 14B Black,0,2025-08-30
CCV Stars 14 Boys West Pre-ECNL,5,PRFC Southeast Valley 14B Predator,1,2025-04-12
CCV Stars 14 Boys West Pre-ECNL,9,14 Boys Navy,2,2025-03-15
CCV Stars 14 Boys West Pre-ECNL,0,Legends FC AZ 14B Black,2,2025-02-28
CCV Stars 14 Boys West Pre-ECNL,0,PRFC North Valley 14B PreAcademy,6,2025-02-02
CCV Stars 14 Boys West Pre-ECNL,2,14B Velasco,10,2024-12-07
CCV Stars 14 Boys West Pre-ECNL,3,PRFC North Valley 14B Predator,2,2024-11-24
CCV Stars 14 Boys West Pre-ECNL,6,PRFC Southeast Valley 14B Predator,4,2024-11-23
CCV Stars 14 Boys West Pre-ECNL,3,Playmaker Futbol Academy 14B Black,8,2024-10-05
CCV Stars 14 Boys West Pre-ECNL,2,Excel Soccer Academy 14B Red,7,2024-09-22
CCV Stars 14 Boys West Pre-ECNL,0,AZ Arsenal Pre-ECNL B14,5,2024-09-21
CDO 14B Elite,1,14B Hermanson AL,0,2025-09-21
CDO 14B Elite,2,VSC 2014 Boys Green,2,2025-09-21
CDO 14B Elite,0,14B NL #1,5,2025-09-20
CDO 14B Elite,0,14B Negrete Pre MLS Next,8,2025-09-19
CDO 14B Elite,1,2014B West,11,2025-04-27
CDO 14B Elite,0,14B Hermanson AL,3,2025-04-06
CDO 14B Elite,4,Pima Surf 2014 B White,2,2025-04-05
CDO 14B Elite,2,FC Sonora 14' B Dynamo,2,2025-04-05
CDO 14B Elite,4,14B Blue #1,1,2025-04-03
CDO 14B Elite,3,14B Hermanson AL,3,2025-03-08
CDO 14B Elite,5,CAC 14/15B (Conroy),2,2025-02-15
CDO 14B Elite,2,14B Geoff,1,2025-02-01
CDO 14B Elite,8,14B Geoff,1,2025-01-25
CDO 14B Elite,3,14B Hermanson AL,2,2025-01-25
CDO 14B Elite,3,CAC 14/15B (Conroy),2,2025-01-19
CDO 14B Elite,3,14B Hinds,3,2025-01-11
CDO 14B Elite,9,CAC 14/15B (Conroy),0,2024-11-16
CDO 14B Elite,2,14B Geoff,2,2024-11-02
CDO 14B Elite,4,VSC 2014 Boys White,2,2024-10-26
CDO 14B Elite,5,CAC 14/15B (Conroy),3,2024-10-12
CDO 14B Elite,2,CAC 14/15B (Conroy),0,2024-10-06
CDO 14B Elite,1,Milan,1,2024-10-05
CDO 14B Elite,3,America 14b,1,2024-10-05
CDO 14B Elite,0,14B Negrete Pre MLS Next,8,2024-10-05
CDO 14B Elite,0,AZ Arsenal 14 Boys Teal SC,2,2024-09-21
CDO 14B Elite,0,AZ Arsenal 14 Boys Teal SC,2,2024-09-21
CDO 14B Elite,1,14B Geoff,1,2024-09-20
CDO 14B Premier,1,PRFC Scottsdale 14B Pre-Academy,2,2025-10-05
CDO 14B Premier,5,Pima Surf 2014 B Blue,1,2025-10-03
CDO 14B Premier,5,Pima Surf 2014 B Blue,1,2025-10-03
CDO 14B Premier,4,Tuzos Halcones 2014,1,2025-09-28
CDO 14B Premier,0,PRFC Scottsdale 14B Pre-Academy,4,2025-09-21
CDO 14B Premier,3,Pima Surf 2014 B Blue,3,2025-09-19
CDO 14B Premier,3,Pima Surf 2014 B Blue,3,2025-09-19
CDO 14B Premier,2,14 Pre-MLSN #2,3,2025-04-06
CDO 14B Premier,0,14 Pre-MLSN #1,9,2025-04-05
CDO 14B Premier,3,VSC 2014 Boys Green,0,2025-03-07
CDO 14B Premier,3,14B NL #1,1,2025-03-01
CDO 14B Premier,2,Pima Surf 2014 B Blue,1,2025-02-27
CDO 14B Premier,6,America 14b,0,2025-02-16
CDO 14B Premier,3,14 Pre-MLSN #2,4,2025-02-15
CDO 14B Premier,1,14B NL #1,5,2025-02-15
CDO 14B Premier,1,14B NL #2,2,2025-01-25
CDO 14B Premier,4,PRFC Southeast Valley 14B Predator-Central,3,2025-01-18
CDO 14B Premier,1,14B Moyer,0,2025-01-18
CDO 14B Premier,0,PRFC Southeast Valley 14B Pre-Academy,0,2024-12-15
CDO 14B Premier,2,AZSC 14B Perez,5,2024-12-14
CDO 14B Premier,0,14B Velasco,2,2024-12-14
CDO 14B Premier,2,14B NL #1,6,2024-12-07
CDO 14B Premier,4,14B NL #1,3,2024-11-16
CDO 14B Premier,4,Pima Surf 2014 B Blue,2,2024-11-02
CDO 14B Premier,7,14B Hermanson AL,1,2024-10-18
